trip_id,vehicle_id,attempt_number,draw_number,parking_index,success,is_planned_cell
54,5,2,1,49,False,True
54,5,3,1,54,True,False
55,5,1,1,121,True,True
56,5,1,1,41,True,True
57,5,1,1,71,True,True
58,5,1,1,102,True,True
59,5,1,1,74,False,False
59,5,1,2,71,True,True
60,6,1,1,49,False,True
60,6,2,1,37,True,True
61,6,1,1,135,False,True
61,6,2,1,135,False,True
61,6,3,1,135,True,True
62,6,1,1,132,True,True
63,6,1,1,35,False,True
63,6,2,1,46,True,False
64,6,1,1,97,False,False
64,6,1,2,109,False,True
64,6,2,1,109,False,True
64,6,3,1,109,True,True
65,6,1,1,113,True,True
66,6,1,1,37,True,True
67,6,1,1,57,False,True
67,6,2,1,57,True,True
68,6,1,1,135,True,True
69,6,1,1,43,False,True
69,6,2,1,22,True,True
70,7,1,1,75,False,True
70,7,2,1,79,True,False
71,7,1,1,4,True,True
72,7,1,1,111,False,True
72,7,2,1,122,False,True
72,7,3,1,121,True,False
73,7,1,1,99,False,True
73,7,2,1,96,False,True
73,7,3,1,107,False,False
73,7,3,2,115,True,True
74,7,1,1,122,False,False
74,7,1,2,123,True,False
75,7,1,1,145,False,True
75,7,2,1,138,True,True
76,7,1,1,95,True,True
77,7,1,1,48,False,True
77,7,2,1,48,False,True
77,7,3,1,61,True,True
78,7,1,1,97,False,True
78,7,2,1,85,True,True
79,7,1,1,96,False,True
79,7,2,1,116,False,True
79,7,3,1,116,False,True
79,7,4,1,96,False,True
79,7,5,1,89,False,True
79,7,6,1,96,True,True
80,8,1,1,107,False,True
80,8,2,1,107,False,True
80,8,3,1,90,True,True
81,8,1,1,126,True,True
82,8,1,1,60,True,True
83,8,1,1,59,True,True
84,8,1,1,74,False,True
84,8,2,1,76,False,True
84,8,3,1,74,False,True
84,8,4,1,74,True,True
85,8,1,1,113,False,True
85,8,2,1,93,False,True
85,8,3,1,93,False,True
85,8,4,1,93,False,True
85,8,5,1,94,False,True
85,8,6,1,94,False,True
85,8,7,1,94,False,True
85,8,8,1,94,False,True
85,8,9,1,94,True,True
86,8,1,1,59,False,False
86,8,1,2,41,True,True
87,8,1,1,56,False,True
87,8,2,1,49,False,False
87,8,2,2,37,True,True
88,8,1,1,59,False,True
88,8,2,1,58,False,False
88,8,2,2,57,False,True
88,8,3,1,59,False,True
88,8,4,1,59,True,True
89,8,1,1,71,False,False
89,8,1,2,70,True,True
90,9,1,1,76,True,False
