trip_id,vehicle_id,start_parking_O,destination_I,ending_parking_E,success_attempt_number
3254,325,148,41,15,1
3255,325,15,356,73,1
3256,325,73,115,15,2
3257,325,15,480,101,4
3258,325,101,541,102,1
3259,325,102,553,97,1
3260,326,134,452,89,1
3261,326,89,79,13,2
3262,326,13,440,77,1
3263,326,77,436,85,1
3264,326,85,520,114,3
3265,326,114,664,137,1
3266,326,137,343,47,1
3267,326,47,390,79,1
3268,326,79,310,79,5
3269,326,79,206,40,1
3270,327,53,277,62,1
3271,327,62,63,11,1
3272,327,11,114,27,1
3273,327,27,620,132,3
3274,327,132,476,99,3
3275,327,99,370,78,1
3276,327,78,188,52,3
3277,327,52,102,24,2
3278,327,24,93,28,2
3279,327,28,306,65,1
3280,328,40,302,63,1
3281,328,63,694,153,1
3282,328,153,470,91,1
3283,328,91,146,17,1
3284,328,17,261,50,3
3285,328,50,107,25,1
3286,328,25,196,49,1
3287,328,49,201,30,3
3288,328,30,460,103,3
3289,328,103,316,61,1
3290,329,41,142,28,1
3291,329,28,726,151,4
3292,329,151,39,4,2
3293,329,4,118,7,1
3294,329,7,123,17,2
3295,329,17,262,45,1
3296,329,45,332,66,1
3297,329,66,134,39,2
3298,329,39,356,72,1
3299,329,72,539,112,2
3300,330,77,333,59,1
3301,330,59,564,115,1
3302,330,115,190,46,1
3303,330,46,444,83,3
3304,330,83,627,122,1
3305,330,122,666,142,1
3306,330,142,20,22,1
3307,330,22,145,28,2
3308,330,28,597,118,1
3309,330,118,532,119,5
3310,331,143,110,39,1
3311,331,39,222,54,9
3312,331,54,264,60,1
3313,331,60,536,98,1
3314,331,98,338,81,2
3315,331,81,241,55,1
3316,331,55,677,146,3
3317,331,146,444,79,1
3318,331,79,311,75,1
3319,331,75,710,154,7
3320,332,136,324,62,2
3321,332,62,368,84,1
3322,332,84,36,2,1
3323,332,2,343,80,2
3324,332,80,379,63,3
3325,332,63,490,105,2
3326,332,105,526,90,2
3327,332,90,475,115,4
3328,332,115,238,51,1
3329,332,51,88,40,7
3330,333,106,469,92,1
3331,333,92,155,30,5
3332,333,30,357,72,1
3333,333,72,605,123,1
3334,333,123,579,135,1
3335,333,135,340,87,1
3336,333,87,467,98,1
3337,333,98,233,50,1
3338,333,50,27,1,1
3339,333,1,434,85,2
3340,334,94,306,73,1
3341,334,73,12,15,2
3342,334,15,333,72,2
3343,334,72,316,53,2
3344,334,53,634,124,1
3345,334,124,253,71,1
3346,334,71,382,74,1
3347,334,74,188,52,2
3348,334,52,292,61,1
3349,334,61,99,18,3
3350,335,87,233,73,1
3351,335,73,265,52,1
3352,335,52,572,127,1
3353,335,127,496,94,6
3354,335,94,453,115,1
3355,335,115,39,7,1
3356,335,7,33,3,1
3357,335,3,438,86,1
3358,335,86,531,103,3
3359,335,103,96,17,2
3360,336,29,227,44,1
3361,336,44,214,60,3
3362,336,60,208,41,1
3363,336,41,561,113,3
3364,336,113,265,67,1
3365,336,67,268,55,5
3366,336,55,518,113,5
3367,336,113,511,122,1
3368,336,122,417,79,1
3369,336,79,484,110,1
3370,337,145,208,41,1
3371,337,41,519,113,1
3372,337,113,52,10,1
3373,337,10,418,79,2
3374,337,79,66,15,2
3375,337,15,211,42,1
3376,337,42,354,65,2
3377,337,65,182,40,1
3378,337,40,10,3,2
3379,337,3,531,110,2
3380,338,58,586,136,1
3381,338,136,264,52,3
3382,338,52,444,80,1
3383,338,80,574,119,1
3384,338,119,437,86,6
3385,338,86,720,151,1
3386,338,151,268,48,4
3387,338,48,214,51,3
3388,338,51,305,65,1
3389,338,65,504,107,3
3390,339,119,123,28,3
3391,339,28,311,51,1
3392,339,51,372,81,1
3393,339,81,509,86,1
3394,339,86,7,2,1
3395,339,2,100,24,4
3396,339,24,733,146,4
3397,339,146,295,47,2
3398,339,47,431,89,3
3399,339,89,322,62,3
3400,340,28,680,147,1
3401,340,147,512,104,4
3402,340,104,95,17,1
3403,340,17,338,69,1
3404,340,69,7,11,1
3405,340,11,386,73,1
3406,340,73,107,25,3
3407,340,25,720,153,1
3408,340,153,566,131,1
3409,340,131,493,91,3
3410,341,87,360,73,1
3411,341,73,164,41,1
3412,341,41,76,12,1
3413,341,12,247,54,1
3414,341,54,114,27,1
3415,341,27,347,56,1
3416,341,56,205,39,1
3417,341,39,497,83,1
3418,341,83,307,66,1
3419,341,66,357,72,3
3420,342,80,156,30,1
3421,342,30,198,49,2
3422,342,49,37,2,2
3423,342,2,218,53,2
3424,342,53,207,40,1
3425,342,40,147,34,3
3426,342,34,424,80,2
3427,342,80,503,115,5
3428,342,115,292,55,1
3429,342,55,487,104,1
3430,343,76,561,125,7
3431,343,125,438,86,2
3432,343,86,600,127,3
3433,343,127,732,152,4
3434,343,152,593,132,3
3435,343,132,68,5,9
3436,343,5,205,39,1
3437,343,39,384,77,2
3438,343,77,225,30,2
3439,343,30,89,11,1
3440,344,65,335,75,3
3441,344,75,257,40,3
3442,344,40,377,70,1
3443,344,70,121,21,1
3444,344,21,42,4,3
3445,344,4,282,58,1
3446,344,58,396,95,1
3447,344,95,160,32,1
3448,344,32,650,152,1
3449,344,152,503,100,1
3450,345,25,364,78,1
3451,345,78,566,115,3
3452,345,115,208,41,1
3453,345,41,735,154,1
3454,345,154,558,123,1
3455,345,123,217,46,2
3456,345,46,300,63,1
3457,345,63,168,35,7
3458,345,35,67,15,2
3459,345,15,736,134,4
3460,346,88,179,44,1
3461,346,44,80,14,1
3462,346,14,189,34,1
3463,346,34,549,101,1
3464,346,101,224,62,2
3465,346,62,699,151,1
3466,346,151,637,130,8
3467,346,130,672,151,1
3468,346,151,200,62,1
3469,346,62,261,50,3
3470,347,81,59,2,2
3471,347,2,409,86,1
3472,347,86,703,146,1
3473,347,146,251,63,1
3474,347,63,677,146,1
3475,347,146,672,151,1
3476,347,151,408,76,7
3477,347,76,358,74,1
3478,347,74,359,72,1
3479,347,72,110,26,2
3480,348,52,428,70,2
3481,348,70,366,79,2
3482,348,79,340,69,1
3483,348,69,287,59,1
3484,348,59,6,20,1
3485,348,20,172,46,2
3486,348,46,576,127,1
3487,348,127,327,70,1
3488,348,70,633,106,1
3489,348,106,306,72,1
3490,349,108,139,42,1
3491,349,42,255,58,1
3492,349,58,155,25,1
3493,349,25,228,44,1
3494,349,44,656,154,3
3495,349,154,100,10,1
3496,349,10,676,151,2
3497,349,151,523,99,2
3498,349,99,612,131,1
3499,349,131,398,99,1
3500,350,97,354,74,2
3501,350,74,240,46,1
3502,350,46,7,3,1
3503,350,3,288,55,1
3504,350,55,698,118,2
3505,350,118,621,108,1
3506,350,108,142,52,6
3507,350,52,559,123,2
3508,350,123,329,65,2
3509,350,65,187,34,4
3510,351,18,34,2,1
3511,351,2,519,88,1
3512,351,88,624,120,3
3513,351,120,356,72,1
3514,351,72,281,57,4
3515,351,57,525,116,2
3516,351,116,606,136,2
3517,351,136,84,14,1
3518,351,14,119,28,1
3519,351,28,195,48,1
3520,352,40,333,68,3
3521,352,68,353,76,1
3522,352,76,341,61,1
3523,352,61,287,67,2
3524,352,67,429,89,3
3525,352,89,318,53,1
3526,352,53,241,61,1
3527,352,61,215,43,2
3528,352,43,84,11,2
3529,352,11,363,79,1
3530,353,2,364,78,1
3531,353,78,479,101,4
3532,353,101,207,41,1
3533,353,41,260,59,1
3534,353,59,552,122,3
3535,353,122,328,77,2
3536,353,77,590,115,1
3537,353,115,699,143,3
3538,353,143,366,68,1
3539,353,68,676,143,4
3540,354,107,337,67,2
3541,354,67,171,36,3
3542,354,36,225,63,2
3543,354,63,562,137,2
3544,354,137,575,119,1
3545,354,119,460,101,1
3546,354,101,66,7,2
3547,354,7,350,62,1
3548,354,62,585,124,2
3549,354,124,735,154,2
3550,355,144,418,106,1
3551,355,106,420,88,2
3552,355,88,340,78,2
3553,355,78,688,149,2
3554,355,149,303,64,5
3555,355,64,71,17,1
3556,355,17,182,32,2
3557,355,32,347,74,1
3558,355,74,370,75,1
3559,355,75,278,62,1
3560,356,79,467,82,1
3561,356,82,568,126,3
3562,356,126,502,107,2
3563,356,107,314,69,1
3564,356,69,736,154,4
3565,356,154,659,148,4
3566,356,148,549,117,2
3567,356,117,635,136,1
3568,356,136,172,36,3
3569,356,36,183,41,6
3570,357,146,447,93,1
3571,357,93,235,50,1
3572,357,50,288,67,1
3573,357,67,114,33,5
3574,357,33,180,39,1
3575,357,39,5,26,1
3576,357,26,283,58,1
3577,357,58,343,47,3
3578,357,47,354,74,2
3579,357,74,531,110,3
3580,358,115,702,151,1
3581,358,151,408,85,1
3582,358,85,298,62,1
3583,358,62,664,144,2
3584,358,144,127,24,1
3585,358,24,339,80,1
3586,358,80,513,105,1
3587,358,105,74,22,1
3588,358,22,436,86,1
3589,358,86,654,147,1
3590,359,59,384,85,1
3591,359,85,485,110,1
3592,359,110,246,29,2
3593,359,29,398,62,1
3594,359,62,273,48,1
3595,359,48,241,46,1
3596,359,46,267,52,1
3597,359,52,288,87,3
3598,359,87,342,80,2
3599,359,80,359,73,1
3600,360,133,102,29,1
3601,360,29,529,101,3
3602,360,101,700,152,2
3603,360,152,463,128,1
3604,360,128,362,82,2
3605,360,82,742,154,4
3606,360,154,552,110,3
3607,360,110,262,50,1
3608,360,50,291,60,2
3609,360,60,457,101,1
3610,361,2,97,17,3
3611,361,17,354,65,1
3612,361,65,227,64,1
3613,361,64,86,40,1
3614,361,40,291,60,3
3615,361,60,442,82,2
3616,361,82,40,15,2
3617,361,15,504,96,1
3618,361,96,306,65,1
3619,361,65,369,80,3
3620,362,41,200,38,2
3621,362,38,130,38,1
3622,362,38,295,61,1
3623,362,61,733,147,1
3624,362,147,479,100,1
3625,362,100,463,97,1
3626,362,97,655,134,4
3627,362,134,556,129,1
3628,362,129,215,46,4
3629,362,46,405,85,1
3630,363,39,463,59,1
3631,363,59,651,139,4
3632,363,139,145,28,4
3633,363,28,462,103,2
3634,363,103,249,56,1
3635,363,56,336,67,1
3636,363,67,72,28,1
3637,363,28,577,122,2
3638,363,122,140,27,1
3639,363,27,282,57,2
3640,364,52,71,35,1
3641,364,35,440,86,1
3642,364,86,223,62,2
3643,364,62,366,75,2
3644,364,75,345,48,1
3645,364,48,696,146,2
3646,364,146,621,127,10
3647,364,127,510,120,1
3648,364,120,90,27,1
3649,364,27,130,30,2
3650,365,61,309,66,2
3651,365,66,709,154,1
3652,365,154,451,99,1
3653,365,99,485,103,1
3654,365,103,410,77,1
3655,365,77,583,124,2
3656,365,124,678,146,1
3657,365,146,60,32,1
3658,365,32,532,119,1
3659,365,119,301,62,1
3660,366,107,357,76,1
3661,366,76,455,74,1
3662,366,74,286,66,1
3663,366,66,322,77,1
3664,366,77,309,66,1
3665,366,66,332,66,1
3666,366,66,311,67,1
3667,366,67,444,78,1
3668,366,78,236,50,1
3669,366,50,233,41,1
3670,367,105,407,85,1
3671,367,85,133,26,3
3672,367,26,285,50,1
3673,367,50,603,139,1
3674,367,139,283,58,1
3675,367,58,612,131,1
3676,367,131,652,147,1
3677,367,147,486,97,1
3678,367,97,606,133,2
3679,367,133,186,51,6
3680,368,56,211,33,2
3681,368,33,561,130,2
3682,368,130,90,27,1
3683,368,27,231,39,1
3684,368,39,379,70,1
3685,368,70,720,150,1
3686,368,150,201,38,3
3687,368,38,695,138,2
3688,368,138,286,59,1
3689,368,59,551,119,1
3690,369,60,3,0,1
3691,369,0,238,50,1
3692,369,50,190,34,1
3693,369,34,504,138,2
3694,369,138,326,74,1
3695,369,74,400,107,1
3696,369,107,509,119,2
3697,369,119,35,2,1
3698,369,2,137,32,1
3699,369,32,550,108,4
3700,370,51,496,94,2
3701,370,94,310,66,7
3702,370,66,528,118,2
3703,370,118,313,52,1
3704,370,52,663,149,2
3705,370,149,251,62,1
3706,370,62,386,73,3
3707,370,73,395,81,2
3708,370,81,451,99,5
3709,370,99,636,140,3
3710,371,135,656,133,1
3711,371,133,207,39,1
3712,371,39,209,41,3
3713,371,41,366,80,2
3714,371,80,540,112,3
3715,371,112,322,70,1
3716,371,70,55,10,3
3717,371,10,362,66,1
3718,371,66,165,34,3
3719,371,34,94,16,2
3720,372,58,440,66,1
3721,372,66,358,86,2
3722,372,86,200,44,3
3723,372,44,470,93,1
3724,372,93,303,65,5
3725,372,65,716,149,1
3726,372,149,353,74,3
3727,372,74,574,119,2
3728,372,119,144,46,1
3729,372,46,200,38,1
3730,373,54,733,152,2
3731,373,152,415,98,1
3732,373,98,207,40,1
3733,373,40,25,6,1
3734,373,6,99,12,1
3735,373,12,604,134,3
3736,373,134,578,111,1
3737,373,111,469,104,5
3738,373,104,591,138,1
3739,373,138,460,77,1
3740,374,114,605,133,1
3741,374,133,482,102,2
3742,374,102,265,68,1
3743,374,68,402,116,1
3744,374,116,196,49,5
3745,374,49,651,152,2
3746,374,152,46,18,1
3747,374,18,437,120,1
3748,374,120,441,98,2
3749,374,98,523,107,1
3750,375,14,247,54,4
3751,375,54,262,42,2
3752,375,42,520,114,1
3753,375,114,390,67,1
3754,375,67,578,133,1
3755,375,133,688,144,2
3756,375,144,594,132,1
3757,375,132,279,57,1
3758,375,57,468,82,1
3759,375,82,437,103,4
3760,376,141,247,29,2
3761,376,29,58,25,1
3762,376,25,206,65,1
3763,376,65,287,45,4
3764,376,45,557,139,1
3765,376,139,133,26,4
3766,376,26,460,90,1
3767,376,90,307,66,1
3768,376,66,582,124,1
3769,376,124,81,10,2
3770,377,67,79,13,1
3771,377,13,575,119,1
3772,377,119,386,72,1
3773,377,72,567,99,3
3774,377,99,730,152,13
3775,377,152,482,102,1
3776,377,102,621,151,1
3777,377,151,411,73,9
3778,377,73,531,119,3
3779,377,119,337,75,1
3780,378,151,632,135,6
3781,378,135,575,104,2
3782,378,104,659,149,2
3783,378,149,44,5,5
3784,378,5,113,26,1
3785,378,26,630,129,3
3786,378,129,357,86,3
3787,378,86,739,112,1
3788,378,112,203,58,1
3789,378,58,380,70,1
3790,379,139,193,48,1
3791,379,48,390,82,4
3792,379,82,109,26,1
3793,379,26,601,119,2
3794,379,119,335,67,1
3795,379,67,424,80,2
3796,379,80,110,39,1
3797,379,39,361,59,1
3798,379,59,192,22,2
3799,379,22,388,82,1
3800,380,44,303,64,3
3801,380,64,275,54,1
3802,380,54,9,11,3
3803,380,11,614,115,2
3804,380,115,169,48,2
3805,380,48,700,152,7
3806,380,152,565,132,3
3807,380,132,87,26,3
3808,380,26,210,50,2
3809,380,50,15,5,1
3810,381,148,518,125,1
3811,381,125,294,61,2
3812,381,61,625,139,1
3813,381,139,329,72,1
3814,381,72,69,5,1
3815,381,5,379,70,1
3816,381,70,378,62,3
3817,381,62,358,73,1
3818,381,73,429,90,2
3819,381,90,158,31,1
3820,382,123,489,105,5
3821,382,105,163,42,3
3822,382,42,507,101,1
3823,382,101,300,38,2
3824,382,38,332,50,3
3825,382,50,352,64,1
3826,382,64,143,43,1
3827,382,43,488,121,2
3828,382,121,94,15,1
3829,382,15,477,90,1
3830,383,48,234,66,1
3831,383,66,689,141,1
3832,383,141,369,80,2
3833,383,80,132,26,1
3834,383,26,338,69,3
3835,383,69,216,52,3
3836,383,52,378,70,1
3837,383,70,529,117,7
3838,383,117,472,94,1
3839,383,94,460,77,2
3840,384,21,205,40,1
3841,384,40,9,2,2
3842,384,2,212,45,6
3843,384,45,381,77,1
3844,384,77,432,74,1
3845,384,74,520,136,1
3846,384,136,400,90,1
3847,384,90,249,62,2
3848,384,62,110,11,2
3849,384,11,278,44,1
3850,385,85,76,12,1
3851,385,12,729,152,2
3852,385,152,207,40,2
3853,385,40,466,105,4
3854,385,105,385,86,1
3855,385,86,702,152,5
3856,385,152,624,139,1
3857,385,139,131,14,2
3858,385,14,333,59,2
3859,385,59,721,150,1
3860,386,121,738,140,5
3861,386,140,166,60,2
3862,386,60,31,10,1
3863,386,10,724,153,3
3864,386,153,63,11,1
3865,386,11,469,84,2
3866,386,84,282,73,1
3867,386,73,699,151,1
3868,386,151,565,126,2
3869,386,126,516,106,1
3870,387,24,189,34,2
3871,387,34,330,41,2
3872,387,41,215,45,1
3873,387,45,358,51,1
3874,387,51,137,31,1
3875,387,31,303,62,4
3876,387,62,675,151,3
3877,387,151,529,118,1
3878,387,118,246,54,1
3879,387,54,509,101,1
3880,388,98,537,105,3
3881,388,105,429,90,1
3882,388,90,76,12,1
3883,388,12,503,100,3
3884,388,100,68,16,1
3885,388,16,231,40,1
3886,388,40,326,71,1
3887,388,71,329,65,3
3888,388,65,726,143,6
3889,388,143,597,132,2
3890,389,37,413,82,2
3891,389,82,102,29,1
3892,389,29,604,139,1
3893,389,139,329,73,1
3894,389,73,315,69,1
3895,389,69,390,66,1
3896,389,66,361,50,1
3897,389,50,95,16,1
3898,389,16,176,30,3
3899,389,30,657,144,7
3900,390,18,125,22,1
3901,390,22,583,135,2
3902,390,135,222,44,1
3903,390,44,250,44,1
3904,390,44,725,118,3
3905,390,118,29,14,1
3906,390,14,364,78,1
3907,390,78,489,82,1
3908,390,82,141,15,1
3909,390,15,384,77,1
3910,391,152,416,122,1
3911,391,122,726,151,2
3912,391,151,210,59,1
3913,391,59,698,132,1
3914,391,132,306,76,1
3915,391,76,456,108,1
3916,391,108,338,83,2
3917,391,83,377,70,3
3918,391,70,515,94,1
3919,391,94,9,3,1
3920,392,83,506,102,1
3921,392,102,484,110,4
3922,392,110,503,107,1
3923,392,107,4,1,1
3924,392,1,235,50,3
3925,392,50,172,48,2
3926,392,48,626,129,1
3927,392,129,396,80,2
3928,392,80,470,92,1
3929,392,92,266,68,2
3930,393,51,331,59,1
3931,393,59,350,64,1
3932,393,64,213,46,3
3933,393,46,295,55,1
3934,393,55,710,149,1
3935,393,149,622,143,1
3936,393,143,573,109,1
3937,393,109,476,115,3
3938,393,115,202,44,2
3939,393,44,389,98,1
3940,394,72,364,98,2
3941,394,98,180,44,1
3942,394,44,445,92,1
3943,394,92,158,31,3
3944,394,31,149,34,1
3945,394,34,417,82,1
3946,394,82,136,27,1
3947,394,27,105,30,5
3948,394,30,226,64,2
3949,394,64,289,68,1
3950,395,66,172,19,2
3951,395,19,184,27,1
3952,395,27,445,83,1
3953,395,83,252,63,3
3954,395,63,388,78,1
3955,395,78,535,104,2
3956,395,104,410,86,1
3957,395,86,511,104,1
3958,395,104,406,85,3
3959,395,85,441,91,1
3960,396,134,244,55,1
3961,396,55,601,128,4
3962,396,128,200,37,1
3963,396,37,615,145,1
3964,396,145,336,78,3
3965,396,78,409,86,1
3966,396,86,721,100,1
3967,396,100,696,145,2
3968,396,145,582,123,1
3969,396,123,120,17,1
3970,397,104,22,12,2
3971,397,12,727,151,5
3972,397,151,355,65,3
3973,397,65,309,59,3
3974,397,59,687,137,9
3975,397,137,650,128,4
3976,397,128,359,69,2
3977,397,69,7,2,3
3978,397,2,224,54,2
3979,397,54,412,97,2
3980,398,119,102,6,1
3981,398,6,646,151,1
3982,398,151,462,143,6
3983,398,143,488,129,2
3984,398,129,483,109,4
3985,398,109,686,124,5
3986,398,124,331,59,1
3987,398,59,41,4,3
3988,398,4,339,55,1
3989,398,55,320,62,1
3990,399,76,623,119,4
3991,399,119,83,20,1
3992,399,20,298,54,3
3993,399,54,355,72,5
3994,399,72,562,125,1
3995,399,125,697,151,1
3996,399,151,267,55,2
3997,399,55,352,63,4
3998,399,63,115,27,5
3999,399,27,444,87,1
4000,400,26,292,69,1
4001,400,69,625,128,3
4002,400,128,151,29,1
4003,400,29,149,19,1
4004,400,19,315,55,1
4005,400,55,251,64,2
4006,400,64,321,71,6
4007,400,71,373,68,1
4008,400,68,320,62,3
4009,400,62,355,74,1
4010,401,138,263,59,1
4011,401,59,471,94,1
4012,401,94,442,82,1
4013,401,82,613,131,2
4014,401,131,302,62,2
4015,401,62,375,63,1
4016,401,63,533,121,1
4017,401,121,682,134,1
4018,401,134,84,11,1
4019,401,11,49,9,4
4020,402,48,166,47,1
4021,402,47,267,55,2
4022,402,55,636,136,1
4023,402,136,641,138,5
4024,402,138,598,132,1
4025,402,132,44,8,1
4026,402,8,35,11,1
4027,402,11,388,78,1
4028,402,78,544,95,3
4029,402,95,720,142,1
4030,403,107,495,92,1
4031,403,92,177,44,1
4032,403,44,434,86,1
4033,403,86,351,70,1
4034,403,70,69,5,1
4035,403,5,111,3,1
4036,403,3,366,78,2
4037,403,78,115,33,3
4038,403,33,191,19,11
4039,403,19,671,132,1
4040,404,134,436,97,2
4041,404,97,367,88,2
4042,404,88,247,72,1
4043,404,72,37,15,2
4044,404,15,224,23,3
4045,404,23,20,18,1
4046,404,18,386,104,1
4047,404,104,679,152,2
4048,404,152,690,138,1
4049,404,138,358,86,1
4050,405,101,184,33,5
4051,405,33,364,72,1
4052,405,72,110,26,1
4053,405,26,519,93,1
4054,405,93,207,59,1
4055,405,59,238,51,1
4056,405,51,650,147,4
4057,405,147,407,72,1
4058,405,72,189,28,9
4059,405,28,650,143,1
4060,406,143,667,153,1
4061,406,153,359,73,1
4062,406,73,462,74,3
4063,406,74,346,56,4
4064,406,56,351,70,1
4065,406,70,679,146,2
4066,406,146,52,6,3
4067,406,6,458,85,1
4068,406,85,227,26,1
4069,406,26,48,18,1
4070,407,59,409,86,2
4071,407,86,701,143,1
4072,407,143,706,146,1
4073,407,146,283,72,2
4074,407,72,302,71,1
4075,407,71,416,78,1
4076,407,78,387,73,1
4077,407,73,678,143,5
4078,407,143,146,22,1
4079,407,22,296,61,1
4080,408,94,307,72,4
4081,408,72,146,35,7
4082,408,35,475,115,1
4083,408,115,442,82,3
4084,408,82,499,113,6
4085,408,113,443,88,1
4086,408,88,287,67,1
4087,408,67,551,109,1
4088,408,109,468,98,1
4089,408,98,446,112,1
4090,409,68,399,99,3
4091,409,99,344,46,1
4092,409,46,285,58,3
4093,409,58,347,56,2
4094,409,56,212,33,4
4095,409,33,245,48,2
4096,409,48,510,105,1
4097,409,105,241,61,2
4098,409,61,482,97,3
4099,409,97,581,128,1
4100,410,36,382,76,3
4101,410,76,97,18,3
4102,410,18,388,66,3
4103,410,66,552,103,1
4104,410,103,33,2,1
4105,410,2,702,146,1
4106,410,146,309,66,2
4107,410,66,221,49,2
4108,410,49,525,115,7
4109,410,115,574,119,2
4110,411,43,433,85,3
4111,411,85,375,62,1
4112,411,62,284,39,2
4113,411,39,177,30,2
4114,411,30,66,7,1
4115,411,7,536,104,2
4116,411,104,130,26,2
4117,411,26,336,66,1
4118,411,66,593,116,1
4119,411,116,266,68,1
4120,412,151,707,147,1
4121,412,147,229,57,5
4122,412,57,533,120,1
4123,412,120,730,152,1
4124,412,152,512,104,1
4125,412,104,209,51,1
4126,412,51,90,15,1
4127,412,15,261,50,2
4128,412,50,377,70,2
4129,412,70,220,47,1
4130,413,67,89,27,2
4131,413,27,559,124,1
4132,413,124,4,11,1
4133,413,11,625,128,1
4134,413,128,60,2,1
4135,413,2,264,60,1
4136,413,60,67,15,3
4137,413,15,401,70,1
4138,413,70,223,29,5
4139,413,29,42,8,2
4140,414,66,474,107,3
4141,414,107,425,89,2
4142,414,89,679,146,1
4143,414,146,210,41,1
4144,414,41,551,109,1
4145,414,109,494,91,2
4146,414,91,189,46,3
4147,414,46,664,137,4
4148,414,137,526,89,1
4149,414,89,142,21,1
4150,415,143,519,92,1
4151,415,92,3,2,1
4152,415,2,63,15,2
4153,415,15,466,82,4
4154,415,82,113,27,1
4155,415,27,175,29,1
4156,415,29,359,59,1
4157,415,59,527,90,1
4158,415,90,735,154,1
4159,415,154,730,146,1
4160,416,76,374,99,2
4161,416,99,415,104,2
4162,416,104,706,154,2
4163,416,154,377,62,1
4164,416,62,348,56,3
4165,416,56,590,115,1
4166,416,115,392,79,1
4167,416,79,550,118,1
4168,416,118,583,135,1
4169,416,135,223,49,2
4170,417,34,9,39,6
4171,417,39,381,77,1
4172,417,77,208,41,1
4173,417,41,582,129,3
4174,417,129,186,39,1
4175,417,39,509,103,1
4176,417,103,719,145,1
4177,417,145,264,55,1
4178,417,55,316,52,1
4179,417,52,722,150,2
4180,418,90,563,114,3
4181,418,114,616,138,1
4182,418,138,540,91,1
4183,418,91,396,75,1
4184,418,75,262,51,6
4185,418,51,389,78,5
4186,418,78,274,56,2
4187,418,56,589,115,2
4188,418,115,519,149,2
4189,418,149,37,3,1
4190,419,82,47,17,1
4191,419,17,364,75,1
4192,419,75,380,70,1
4193,419,70,651,121,1
4194,419,121,555,129,1
4195,419,129,710,154,4
4196,419,154,198,37,2
4197,419,37,361,50,3
4198,419,50,586,137,1
4199,419,137,220,48,1
4200,420,77,243,47,1
4201,420,47,183,50,2
4202,420,50,737,144,1
4203,420,144,212,45,1
4204,420,45,595,118,3
4205,420,118,557,123,1
4206,420,123,95,46,1
4207,420,46,231,31,4
4208,420,31,557,123,1
4209,420,123,403,89,1
4210,421,40,552,119,6
4211,421,119,441,82,3
4212,421,82,713,149,1
4213,421,149,404,90,2
4214,421,90,239,52,2
4215,421,52,680,146,1
4216,421,146,251,64,5
4217,421,64,601,120,3
4218,421,120,490,105,5
4219,421,105,213,45,1
4220,422,101,251,90,1
4221,422,90,369,81,2
4222,422,81,450,81,2
4223,422,81,67,7,1
4224,422,7,625,139,1
4225,422,139,64,5,2
4226,422,5,184,33,1
4227,422,33,618,132,1
4228,422,132,489,104,2
4229,422,104,514,105,1
4230,423,107,671,132,1
4231,423,132,230,31,1
4232,423,31,250,65,1
4233,423,65,48,18,1
4234,423,18,384,77,1
4235,423,77,388,73,1
4236,423,73,604,133,1
4237,423,133,179,40,1
4238,423,40,701,143,8
4239,423,143,700,151,4
4240,424,70,177,37,1
4241,424,37,650,143,2
4242,424,143,551,109,1
4243,424,109,280,65,5
4244,424,65,682,148,1
4245,424,148,323,70,2
4246,424,70,306,72,1
4247,424,72,658,135,1
4248,424,135,136,31,1
4249,424,31,199,38,1
4250,425,125,527,100,3
4251,425,100,413,86,1
4252,425,86,47,18,3
4253,425,18,345,95,3
4254,425,95,576,50,1
4255,425,50,133,26,1
4256,425,26,219,47,4
4257,425,47,402,56,1
4258,425,56,163,27,3
4259,425,27,268,46,2
4260,426,67,489,104,1
4261,426,104,273,53,1
4262,426,53,326,71,5
4263,426,71,261,45,3
4264,426,45,268,43,3
4265,426,43,15,4,1
4266,426,4,523,99,3
4267,426,99,207,44,1
4268,426,44,150,18,3
4269,426,18,55,14,1
4270,427,102,206,40,1
4271,427,40,505,126,5
4272,427,126,65,15,1
4273,427,15,364,51,1
4274,427,51,187,52,1
4275,427,52,262,50,1
4276,427,50,326,71,2
4277,427,71,109,20,3
4278,427,20,8,2,1
4279,427,2,558,123,4
4280,428,110,357,73,2
4281,428,73,415,111,1
4282,428,111,411,86,1
4283,428,86,259,74,1
4284,428,74,435,120,2
4285,428,120,392,68,1
4286,428,68,139,7,2
4287,428,7,39,27,1
4288,428,27,148,53,2
4289,428,53,137,41,1
4290,429,126,603,139,3
4291,429,139,604,134,3
4292,429,134,319,48,3
4293,429,48,428,96,1
4294,429,96,272,53,1
4295,429,53,285,60,1
4296,429,60,459,90,1
4297,429,90,449,83,1
4298,429,83,492,91,1
4299,429,91,443,78,2
4300,430,36,311,67,1
4301,430,67,185,45,1
4302,430,45,701,151,8
4303,430,151,569,118,8
4304,430,118,253,44,3
4305,430,44,408,77,1
4306,430,77,595,118,1
4307,430,118,107,20,2
4308,430,20,372,61,2
4309,430,61,89,32,1
4310,431,129,600,120,1
4311,431,120,349,70,2
4312,431,70,627,147,1
4313,431,147,378,89,2
4314,431,89,665,145,1
4315,431,145,698,151,1
4316,431,151,5,0,1
4317,431,0,108,26,1
4318,431,26,209,50,3
4319,431,50,460,86,2
4320,432,126,552,119,1
4321,432,119,84,14,1
4322,432,14,282,72,3
4323,432,72,119,31,2
4324,432,31,20,8,2
4325,432,8,567,116,1
4326,432,116,214,42,2
