trip_id,vehicle_id,start_parking_O,destination_I,ending_parking_E,success_attempt_number
0,0,47,511,106,1
1,0,106,619,118,1
2,0,118,360,73,1
3,0,73,531,110,2
4,0,110,409,77,1
5,0,77,3,1,1
6,0,1,92,27,3
7,0,27,354,74,3
8,0,74,288,51,1
9,0,51,518,106,1
10,1,74,174,37,15
11,1,37,733,146,2
12,1,146,547,116,1
13,1,116,36,3,1
14,1,3,17,22,3
15,1,22,260,41,1
16,1,41,587,125,1
17,1,125,613,115,2
18,1,115,251,108,1
19,1,108,364,67,1
20,2,56,340,81,3
21,2,81,557,123,1
22,2,123,510,103,1
23,2,103,432,96,2
24,2,96,264,67,2
25,2,67,605,134,1
26,2,134,706,146,1
27,2,146,608,125,1
28,2,125,398,99,1
29,2,99,229,44,1
30,3,65,464,97,1
31,3,97,615,142,2
32,3,142,386,146,1
33,3,146,298,38,1
34,3,38,405,63,1
35,3,63,233,40,2
36,3,40,333,58,1
37,3,58,519,125,1
38,3,125,43,5,1
39,3,5,52,0,1
40,4,89,525,108,4
41,4,108,337,79,2
42,4,79,7,2,1
43,4,2,469,79,2
44,4,79,306,73,1
45,4,73,85,25,4
46,4,25,527,89,4
47,4,89,539,123,1
48,4,123,292,69,1
49,4,69,233,40,3
50,5,134,309,67,1
51,5,67,520,112,1
52,5,112,589,115,3
53,5,115,668,138,2
54,5,138,277,54,3
55,5,54,652,121,1
56,5,121,61,41,1
57,5,41,379,71,1
58,5,71,551,102,1
59,5,102,350,71,1
60,6,84,197,37,2
61,6,37,584,135,3
62,6,135,638,132,1
63,6,132,216,46,2
64,6,46,459,109,3
65,6,109,543,113,1
66,6,113,80,37,1
67,6,37,354,57,2
68,6,57,582,135,1
69,6,135,170,22,2
70,7,72,364,79,2
71,7,79,14,4,1
72,7,4,554,121,3
73,7,121,474,115,3
74,7,115,538,123,1
75,7,123,668,138,2
76,7,138,499,95,1
77,7,95,297,61,3
78,7,61,461,85,2
79,7,85,478,96,6
80,8,80,398,90,3
81,8,90,568,126,1
82,8,126,267,60,1
83,8,60,281,59,1
84,8,59,352,74,4
85,8,74,472,94,9
86,8,94,283,41,1
87,8,41,196,37,2
88,8,37,284,59,4
89,8,59,380,70,1
90,9,144,405,76,1
91,9,76,494,112,1
92,9,112,397,95,1
93,9,95,506,101,2
94,9,101,337,68,2
95,9,68,679,146,3
96,9,146,110,32,1
97,9,32,57,11,1
98,9,11,112,41,2
99,9,41,531,110,3
100,10,58,119,34,6
101,10,34,316,61,1
102,10,61,593,116,2
103,10,116,103,13,2
104,10,13,343,53,2
105,10,53,390,78,2
106,10,78,684,148,2
107,10,148,353,76,2
108,10,76,260,66,6
109,10,66,144,21,7
110,11,57,282,58,2
111,11,58,393,81,1
112,11,81,146,28,4
113,11,28,533,121,1
114,11,121,140,27,1
115,11,27,605,133,3
116,11,133,473,95,1
117,11,95,449,95,2
118,11,95,338,68,1
119,11,68,373,81,1
120,12,113,275,54,5
121,12,54,132,26,6
122,12,26,293,47,5
123,12,47,305,67,2
124,12,67,483,110,1
125,12,110,466,105,1
126,12,105,320,70,1
127,12,70,371,78,1
128,12,78,318,83,2
129,12,83,135,26,2
130,13,49,628,147,3
131,13,147,211,45,2
132,13,45,721,153,1
133,13,153,489,104,1
134,13,104,296,48,1
135,13,48,446,84,1
136,13,84,350,71,2
137,13,71,26,6,1
138,13,6,502,107,2
139,13,107,410,86,1
140,14,123,237,50,2
141,14,50,282,59,1
142,14,59,269,55,1
143,14,55,625,143,5
144,14,143,355,77,1
145,14,77,579,129,1
146,14,129,13,7,2
147,14,7,383,65,1
148,14,65,447,81,3
149,14,81,309,59,1
150,15,75,333,68,1
151,15,68,380,74,1
152,15,74,451,85,1
153,15,85,338,78,1
154,15,78,485,97,1
155,15,97,574,110,5
156,15,110,216,68,1
157,15,68,386,77,1
158,15,77,364,86,3
159,15,86,288,60,2
160,16,64,529,118,2
161,16,118,734,154,1
162,16,154,279,71,6
163,16,71,580,134,1
164,16,134,66,7,3
165,16,7,100,23,1
166,16,23,573,118,4
167,16,118,33,11,7
168,16,11,17,5,1
169,16,5,455,89,1
170,17,58,359,72,1
171,17,72,341,67,1
172,17,67,157,44,3
173,17,44,629,133,3
174,17,133,157,31,4
175,17,31,410,77,2
176,17,77,672,151,2
177,17,151,383,77,2
178,17,77,476,116,2
179,17,116,512,104,4
180,18,12,510,122,3
181,18,122,452,90,2
182,18,90,602,105,1
183,18,105,324,71,1
184,18,71,279,58,1
185,18,58,534,121,1
186,18,121,322,70,1
187,18,70,349,54,2
188,18,54,219,22,1
189,18,22,41,16,1
190,19,117,497,95,1
191,19,95,253,57,5
192,19,57,616,138,1
193,19,138,575,119,1
194,19,119,317,53,1
195,19,53,249,38,2
196,19,38,744,141,1
197,19,141,390,78,1
198,19,78,412,86,1
199,19,86,286,59,1
200,20,29,477,90,1
201,20,90,361,78,3
202,20,78,451,99,1
203,20,99,538,123,3
204,20,123,260,51,2
205,20,51,484,97,1
206,20,97,188,52,1
207,20,52,104,38,1
208,20,38,159,31,1
209,20,31,287,60,5
210,21,46,487,97,3
211,21,97,69,5,7
212,21,5,120,34,2
213,21,34,738,154,4
214,21,154,52,13,2
215,21,13,318,47,1
216,21,47,214,52,1
217,21,52,741,149,4
218,21,149,656,148,1
219,21,148,601,128,1
220,22,8,743,149,2
221,22,149,653,147,1
222,22,147,85,31,1
223,22,31,264,59,1
224,22,59,173,38,1
225,22,38,547,115,1
226,22,115,336,79,3
227,22,79,420,80,1
228,22,80,507,97,1
229,22,97,699,143,1
230,23,74,153,29,1
231,23,29,216,53,2
232,23,53,502,99,1
233,23,99,487,119,1
234,23,119,305,32,4
235,23,32,381,74,1
236,23,74,141,27,1
237,23,27,406,70,1
238,23,70,401,85,4
239,23,85,545,115,1
240,24,6,518,113,4
241,24,113,14,5,2
242,24,5,390,78,1
243,24,78,268,55,2
244,24,55,374,99,1
245,24,99,97,17,1
246,24,17,89,27,2
247,24,27,248,56,2
248,24,56,417,78,1
249,24,78,550,103,1
250,25,66,153,29,1
251,25,29,383,77,1
252,25,77,330,73,4
253,25,73,510,110,3
254,25,110,188,34,1
255,25,34,328,74,2
256,25,74,445,83,6
257,25,83,78,10,1
258,25,10,434,77,1
259,25,77,497,112,2
260,26,67,118,16,1
261,26,16,693,150,1
262,26,150,16,7,2
263,26,7,48,9,2
264,26,9,285,73,2
265,26,73,220,61,2
266,26,61,419,81,1
267,26,81,534,78,1
268,26,78,291,69,1
269,26,69,347,63,1
270,27,112,609,137,1
271,27,137,40,7,1
272,27,7,521,94,4
273,27,94,283,72,1
274,27,72,742,140,1
275,27,140,708,147,3
276,27,147,81,31,1
277,27,31,502,99,2
278,27,99,179,57,1
279,27,57,391,82,2
280,28,99,342,81,1
281,28,81,732,152,2
282,28,152,641,150,3
283,28,150,609,137,1
284,28,137,533,128,4
285,28,128,90,16,1
286,28,16,219,53,1
287,28,53,503,96,3
288,28,96,54,14,2
289,28,14,413,121,3
290,29,95,38,27,4
291,29,27,160,39,4
292,29,39,714,149,3
293,29,149,705,154,1
294,29,154,541,112,1
295,29,112,479,101,1
296,29,101,93,15,1
297,29,15,128,38,1
298,29,38,741,140,1
299,29,140,678,147,1
300,30,146,682,147,1
301,30,147,88,32,1
302,30,32,539,123,1
303,30,123,611,130,4
304,30,130,428,101,1
305,30,101,170,36,3
306,30,36,363,78,1
307,30,78,578,129,1
308,30,129,489,111,2
309,30,111,518,125,1
310,31,78,415,104,1
311,31,104,498,94,3
312,31,94,695,150,1
313,31,150,587,130,3
314,31,130,642,145,1
315,31,145,433,96,1
316,31,96,637,144,2
317,31,144,395,81,1
318,31,81,460,86,1
319,31,86,579,129,3
320,32,73,78,1,1
321,32,1,32,2,1
322,32,2,315,69,1
323,32,69,25,6,1
324,32,6,347,74,3
325,32,74,556,105,2
326,32,105,704,152,2
327,32,152,204,40,2
328,32,40,523,99,1
329,32,99,496,94,2
330,33,97,286,66,1
331,33,66,426,89,1
332,33,89,549,126,5
333,33,126,12,27,5
334,33,27,194,47,3
335,33,47,399,90,2
336,33,90,659,134,3
337,33,134,42,4,1
338,33,4,204,31,3
339,33,31,575,103,2
340,34,144,354,65,1
341,34,65,253,58,6
342,34,58,364,82,2
343,34,82,133,26,1
344,34,26,261,59,1
345,34,59,248,54,1
346,34,54,717,153,3
347,34,153,331,66,2
348,34,66,224,38,3
349,34,38,141,33,1
350,35,74,383,77,1
351,35,77,457,102,3
352,35,102,350,58,1
353,35,58,452,96,2
354,35,96,638,138,1
355,35,138,56,11,1
356,35,11,357,77,2
357,35,77,510,104,2
358,35,104,79,10,1
359,35,10,659,148,1
360,36,64,311,59,1
361,36,59,273,48,1
362,36,48,215,52,1
363,36,52,85,26,2
364,36,26,478,96,1
365,36,96,433,90,1
366,36,90,634,136,1
367,36,136,515,123,1
368,36,123,613,142,2
369,36,142,580,106,3
370,37,52,68,16,5
371,37,16,15,4,1
372,37,4,663,137,1
373,37,137,626,133,2
374,37,133,34,2,1
375,37,2,326,62,1
376,37,62,127,25,3
377,37,25,484,89,1
378,37,89,498,95,3
379,37,95,137,33,3
380,38,103,507,103,4
381,38,103,444,82,1
382,38,82,405,71,4
383,38,71,391,75,1
384,38,75,497,94,1
385,38,94,549,126,2
386,38,126,510,121,2
387,38,121,201,30,2
388,38,30,392,80,1
389,38,80,394,81,1
390,39,20,512,103,3
391,39,103,40,7,2
392,39,7,353,70,1
393,39,70,306,65,2
394,39,65,362,59,1
395,39,59,261,50,3
396,39,50,287,45,5
397,39,45,335,67,1
398,39,67,35,26,1
399,39,26,199,56,1
400,40,80,626,133,1
401,40,133,323,54,2
402,40,54,320,54,2
403,40,54,228,20,3
404,40,20,537,104,1
405,40,104,249,101,1
406,40,101,259,66,2
407,40,66,271,36,1
408,40,36,202,54,3
409,40,54,332,66,4
410,41,72,335,52,2
411,41,52,187,52,2
412,41,52,637,141,3
413,41,141,508,109,3
414,41,109,602,119,1
415,41,119,162,33,2
416,41,33,133,41,1
417,41,41,620,109,4
418,41,109,462,85,1
419,41,85,370,87,2
420,42,134,367,80,3
421,42,80,541,88,2
422,42,88,342,84,1
423,42,84,342,61,2
424,42,61,407,85,1
425,42,85,692,145,2
426,42,145,287,66,2
427,42,66,483,97,2
428,42,97,198,49,3
429,42,49,206,44,1
430,43,85,379,76,1
431,43,76,596,127,1
432,43,127,192,47,3
433,43,47,321,63,1
434,43,63,653,147,3
435,43,147,489,105,7
436,43,105,375,54,1
437,43,54,336,82,1
438,43,82,510,110,8
439,43,110,590,138,1
440,44,124,580,134,1
441,44,134,598,127,2
442,44,127,207,31,5
443,44,31,662,137,3
444,44,137,484,110,1
445,44,110,483,103,3
446,44,103,659,135,1
447,44,135,553,97,1
448,44,97,455,89,2
449,44,89,344,48,1
450,45,0,725,146,1
451,45,146,36,2,10
452,45,2,467,89,4
453,45,89,360,77,1
454,45,77,313,68,1
455,45,68,744,140,4
456,45,140,492,123,2
457,45,123,294,69,1
458,45,69,392,81,2
459,45,81,512,111,1
460,46,150,271,60,1
461,46,60,712,137,1
462,46,137,499,95,9
463,46,95,241,55,1
464,46,55,26,6,4
465,46,6,667,145,1
466,46,145,492,105,1
467,46,105,691,153,1
468,46,153,422,84,1
469,46,84,713,149,1
470,47,14,267,78,2
471,47,78,329,86,2
472,47,86,403,118,1
473,47,118,425,54,1
474,47,54,569,132,5
475,47,132,17,18,1
476,47,18,314,61,1
477,47,61,438,86,1
478,47,86,31,25,1
479,47,25,15,7,1
480,48,7,64,15,1
481,48,15,370,61,2
482,48,61,15,4,1
483,48,4,233,41,2
484,48,41,527,89,1
485,48,89,275,54,1
486,48,54,317,55,1
487,48,55,472,91,1
488,48,91,217,43,1
489,48,43,623,139,1
490,49,69,438,86,1
491,49,86,282,73,1
492,49,73,580,133,6
493,49,133,590,138,1
494,49,138,71,8,3
495,49,8,658,135,1
496,49,135,625,129,2
497,49,129,583,135,4
498,49,135,549,116,4
499,49,116,679,146,1
500,50,139,142,28,3
501,50,28,287,59,1
502,50,59,325,71,1
503,50,71,551,119,2
504,50,119,241,43,2
505,50,43,365,78,1
506,50,78,674,146,2
507,50,146,475,115,1
508,50,115,494,106,3
509,50,106,337,83,2
510,51,103,512,104,5
511,51,104,678,121,2
512,51,121,302,58,1
513,51,58,703,120,1
514,51,120,483,102,2
515,51,102,49,12,1
516,51,12,44,8,4
517,51,8,456,90,2
518,51,90,280,64,1
519,51,64,558,123,2
520,52,26,670,151,2
521,52,151,11,4,2
522,52,4,457,85,1
523,52,85,388,77,1
524,52,77,10,2,2
525,52,2,697,150,2
526,52,150,376,54,2
527,52,54,652,147,1
528,52,147,626,139,1
529,52,139,333,66,4
530,53,44,400,76,1
531,53,76,691,145,1
532,53,145,184,50,1
533,53,50,441,78,1
534,53,78,577,139,1
535,53,139,598,143,1
536,53,143,732,143,2
537,53,143,491,111,1
538,53,111,341,69,1
539,53,69,540,79,2
540,54,39,384,77,1
541,54,77,280,76,1
542,54,76,636,149,2
543,54,149,482,102,1
544,54,102,137,32,1
545,54,32,545,131,1
546,54,131,532,120,1
547,54,120,702,146,1
548,54,146,475,115,1
549,54,115,634,144,1
550,55,8,598,127,4
551,55,127,290,59,4
552,55,59,291,55,2
553,55,55,166,34,1
554,55,34,266,60,2
555,55,60,513,78,1
556,55,78,652,139,1
557,55,139,602,128,2
558,55,128,342,69,1
559,55,69,470,91,2
560,56,16,724,151,2
561,56,151,695,151,2
562,56,151,122,16,1
563,56,16,730,118,5
564,56,118,358,86,2
565,56,86,477,89,1
566,56,89,221,10,1
567,56,10,232,32,3
568,56,32,376,62,1
569,56,62,425,89,2
570,57,70,564,131,1
571,57,131,287,72,3
572,57,72,630,133,5
573,57,133,734,147,1
574,57,147,407,85,1
575,57,85,1,6,2
576,57,6,449,95,3
577,57,95,430,89,2
578,57,89,378,62,1
579,57,62,560,137,1
580,58,83,549,118,1
581,58,118,598,127,2
582,58,127,406,76,1
583,58,76,39,3,1
584,58,3,82,14,1
585,58,14,484,97,8
586,58,97,25,6,2
587,58,6,437,72,1
588,58,72,513,105,1
589,58,105,448,88,1
590,59,70,349,56,1
591,59,56,605,133,1
592,59,133,68,15,1
593,59,15,324,63,1
594,59,63,332,72,1
595,59,72,88,2,1
596,59,2,71,8,1
597,59,8,464,94,1
598,59,94,378,64,2
599,59,64,159,31,3
600,60,151,116,42,6
601,60,42,523,115,1
602,60,115,370,81,1
603,60,81,476,90,1
604,60,90,206,76,1
605,60,76,362,97,1
606,60,97,401,77,1
607,60,77,113,27,1
608,60,27,333,75,2
609,60,75,637,140,5
610,61,70,487,119,1
611,61,119,727,143,1
612,61,143,347,107,2
613,61,107,618,138,1
614,61,138,126,19,5
615,61,19,221,54,2
616,61,54,35,26,2
617,61,26,627,147,1
618,61,147,454,89,1
619,61,89,544,95,3
620,62,119,118,33,1
621,62,33,336,67,3
622,62,67,532,120,7
623,62,120,33,11,1
624,62,11,536,112,2
625,62,112,596,132,1
626,62,132,675,143,5
627,62,143,455,89,1
628,62,89,515,105,1
629,62,105,321,62,2
630,63,150,596,151,1
631,63,151,294,61,1
632,63,61,731,139,3
633,63,139,90,15,1
634,63,15,401,89,2
635,63,89,576,120,1
636,63,120,582,135,1
637,63,135,273,48,1
638,63,48,463,86,1
639,63,86,428,100,1
640,64,120,377,56,5
641,64,56,461,110,4
642,64,110,686,144,1
643,64,144,25,6,2
644,64,6,556,122,1
645,64,122,206,39,1
646,64,39,98,22,3
647,64,22,737,154,2
648,64,154,111,32,1
649,64,32,496,94,3
650,65,152,497,113,6
651,65,113,347,71,2
652,65,71,390,68,2
653,65,68,620,127,2
654,65,127,14,15,7
655,65,15,329,74,2
656,65,74,397,88,4
657,65,88,465,129,1
658,65,129,258,73,1
659,65,73,214,34,1
660,66,85,60,32,1
661,66,32,444,98,2
662,66,98,611,140,4
663,66,140,296,61,3
664,66,61,623,143,1
665,66,143,650,120,3
666,66,120,556,133,1
667,66,133,445,82,1
668,66,82,312,68,2
669,66,68,569,138,3
670,67,75,40,15,1
671,67,15,177,29,2
672,67,29,215,68,3
673,67,68,70,12,1
674,67,12,454,90,1
675,67,90,576,120,1
676,67,120,531,119,1
677,67,119,415,86,4
678,67,86,233,40,3
679,67,40,359,104,1
680,68,79,214,52,3
681,68,52,141,34,1
682,68,34,530,101,1
683,68,101,93,15,6
684,68,15,195,48,1
685,68,48,549,132,2
686,68,132,648,127,1
687,68,127,531,128,1
688,68,128,117,15,1
689,68,15,381,70,1
690,69,54,411,73,3
691,69,73,738,135,1
692,69,135,463,86,1
693,69,86,309,66,3
694,69,66,687,149,1
695,69,149,494,106,1
696,69,106,535,104,6
697,69,104,329,73,2
698,69,73,51,10,1
699,69,10,440,98,1
700,70,127,611,141,4
701,70,141,120,34,1
702,70,34,81,14,1
703,70,14,184,50,1
704,70,50,173,23,1
705,70,23,475,99,1
706,70,99,348,54,3
707,70,54,366,60,1
708,70,60,261,66,3
709,70,66,494,91,1
710,71,39,415,104,1
711,71,104,435,85,1
712,71,85,132,20,1
713,71,20,41,7,3
714,71,7,460,97,1
715,71,97,657,134,4
716,71,134,31,11,4
717,71,11,680,146,2
718,71,146,516,92,1
719,71,92,653,144,1
720,72,117,70,17,3
721,72,17,53,10,2
722,72,10,111,30,2
723,72,30,616,138,1
724,72,138,328,77,2
725,72,77,554,121,2
726,72,121,186,42,3
727,72,42,444,79,1
728,72,79,341,80,1
729,72,80,92,21,3
730,73,111,550,101,3
731,73,101,568,107,2
732,73,107,73,17,3
733,73,17,102,10,1
734,73,10,423,87,2
735,73,87,465,104,1
736,73,104,489,82,1
737,73,82,344,53,2
738,73,53,303,57,4
739,73,57,489,111,2
740,74,68,174,29,2
741,74,29,463,103,1
742,74,103,460,103,1
743,74,103,206,40,1
744,74,40,371,81,1
745,74,81,126,12,4
746,74,12,636,141,2
747,74,141,329,77,1
748,74,77,612,99,1
749,74,99,328,65,1
750,75,99,637,130,3
751,75,130,313,68,2
752,75,68,699,143,8
753,75,143,588,140,8
754,75,140,461,109,1
755,75,109,569,132,1
756,75,132,525,107,1
757,75,107,619,101,1
758,75,101,317,69,1
759,75,69,491,91,1
760,76,89,455,90,2
761,76,90,561,140,1
762,76,140,287,66,1
763,76,66,492,106,4
764,76,106,257,59,1
765,76,59,356,72,1
766,76,72,234,41,1
767,76,41,243,53,1
768,76,53,458,85,1
769,76,85,45,8,1
770,77,147,177,44,3
771,77,44,481,101,1
772,77,101,531,103,1
773,77,103,723,151,2
774,77,151,289,67,1
775,77,67,714,140,2
776,77,140,418,82,2
777,77,82,409,77,1
778,77,77,427,89,1
779,77,89,66,15,1
780,78,98,224,38,3
781,78,38,117,15,1
782,78,15,375,54,6
783,78,54,493,106,2
784,78,106,30,11,1
785,78,11,29,1,1
786,78,1,304,58,3
787,78,58,428,89,1
788,78,89,105,14,2
789,78,14,357,73,1
790,79,54,182,59,1
791,79,59,680,147,2
792,79,147,604,133,4
793,79,133,394,94,1
794,79,94,181,40,1
795,79,40,284,59,3
796,79,59,368,81,2
797,79,81,116,27,1
798,79,27,731,146,3
799,79,146,282,58,1
800,80,120,408,76,1
801,80,76,691,115,1
802,80,115,598,128,1
803,80,128,187,45,2
804,80,45,331,73,7
805,80,73,389,86,1
806,80,86,384,64,2
807,80,64,361,66,2
808,80,66,430,85,1
809,80,85,332,50,3
810,81,39,34,2,1
811,81,2,712,149,3
812,81,149,660,136,1
813,81,136,569,126,3
814,81,126,114,27,1
815,81,27,440,82,2
816,81,82,348,54,1
817,81,54,334,67,2
818,81,67,707,147,1
819,81,147,277,62,2
820,82,31,12,26,1
821,82,26,113,32,1
822,82,32,738,144,1
823,82,144,68,4,7
824,82,4,245,53,2
825,82,53,426,62,1
826,82,62,30,25,1
827,82,25,430,89,2
828,82,89,670,132,1
829,82,132,116,27,1
830,83,34,573,127,1
831,83,127,381,76,2
832,83,76,510,103,1
833,83,103,426,115,4
834,83,115,732,152,2
835,83,152,409,77,2
836,83,77,692,150,5
837,83,150,447,88,6
838,83,88,319,48,1
839,83,48,277,63,1
840,84,119,447,94,1
841,84,94,71,17,1
842,84,17,435,77,1
843,84,77,181,39,1
844,84,39,157,26,5
845,84,26,140,15,2
846,84,15,53,13,1
847,84,13,682,146,2
848,84,146,542,125,6
849,84,125,186,35,1
850,85,33,90,27,1
851,85,27,469,73,1
852,85,73,355,73,3
853,85,73,58,44,1
854,85,44,692,153,2
855,85,153,597,132,1
856,85,132,39,11,5
857,85,11,9,2,1
858,85,2,235,32,5
859,85,32,308,41,1
860,86,40,306,41,1
861,86,41,469,82,4
862,86,82,634,135,1
863,86,135,127,54,5
864,86,54,81,13,1
865,86,13,546,115,3
866,86,115,51,10,1
867,86,10,241,69,3
868,86,69,681,147,1
869,86,147,585,93,1
870,87,81,10,2,1
871,87,2,342,61,1
872,87,61,263,60,1
873,87,60,453,90,1
874,87,90,309,73,6
875,87,73,68,16,4
876,87,16,415,82,1
877,87,82,267,55,1
878,87,55,493,92,4
879,87,92,185,45,8
880,88,60,731,146,1
881,88,146,279,63,1
882,88,63,586,125,1
883,88,125,511,104,1
884,88,104,330,72,3
885,88,72,623,143,2
886,88,143,219,53,1
887,88,53,583,125,4
888,88,125,344,53,2
889,88,53,338,75,2
890,89,56,522,130,2
891,89,130,609,137,2
892,89,137,567,138,1
893,89,138,417,82,2
894,89,82,350,62,1
895,89,62,632,123,3
896,89,123,102,24,2
897,89,24,739,148,1
898,89,148,517,106,1
899,89,106,71,17,1
900,90,61,172,48,2
901,90,48,602,128,2
902,90,128,554,129,5
903,90,129,501,99,3
904,90,99,83,20,1
905,90,20,706,146,2
906,90,146,410,86,1
907,90,86,309,59,4
908,90,59,109,31,1
909,90,31,217,46,5
910,91,50,249,56,2
911,91,56,307,66,1
912,91,66,495,144,2
913,91,144,276,64,8
914,91,64,165,34,2
915,91,34,177,30,4
916,91,30,190,28,2
917,91,28,385,73,1
918,91,73,281,65,2
919,91,65,448,92,3
920,92,54,436,86,2
921,92,86,570,126,1
922,92,126,595,132,1
923,92,132,574,143,3
924,92,143,571,117,1
925,92,117,57,25,2
926,92,25,286,50,2
927,92,50,434,85,1
928,92,85,571,101,1
929,92,101,500,95,1
930,93,106,210,42,4
931,93,42,6,6,1
932,93,6,440,104,1
933,93,104,527,90,9
934,93,90,436,44,1
935,93,44,2,1,3
936,93,1,339,68,1
937,93,68,56,30,1
938,93,30,261,60,1
939,93,60,213,67,2
940,94,93,668,145,4
941,94,145,497,94,1
942,94,94,585,125,1
943,94,125,527,96,3
944,94,96,327,71,2
945,94,71,471,94,3
946,94,94,169,43,3
947,94,43,219,47,1
948,94,47,561,125,5
949,94,125,570,117,1
950,95,81,279,71,1
951,95,71,310,60,4
952,95,60,322,70,1
953,95,70,373,81,4
954,95,81,488,121,1
955,95,121,86,2,1
956,95,2,602,134,1
957,95,134,736,154,1
958,95,154,89,16,1
959,95,16,676,152,1
960,96,68,575,119,1
961,96,119,644,117,3
962,96,117,622,143,4
963,96,143,334,78,1
964,96,78,337,69,2
965,96,69,62,32,1
966,96,32,653,119,2
967,96,119,106,20,1
968,96,20,82,20,3
969,96,20,443,123,3
970,97,89,505,89,3
971,97,89,284,39,1
972,97,39,512,104,1
973,97,104,650,128,5
974,97,128,677,143,1
975,97,143,536,104,1
976,97,104,412,73,1
977,97,73,391,78,2
978,97,78,245,48,1
979,97,48,193,47,1
980,98,10,64,27,2
981,98,27,364,83,2
982,98,83,543,113,5
983,98,113,531,103,2
984,98,103,515,111,2
985,98,111,392,79,2
986,98,79,296,53,1
987,98,53,418,82,8
988,98,82,420,87,2
989,98,87,503,107,2
990,99,31,82,14,3
991,99,14,336,78,2
992,99,78,593,138,1
993,99,138,158,20,2
994,99,20,596,118,1
995,99,118,164,45,2
996,99,45,401,90,1
997,99,90,36,2,4
998,99,2,67,15,1
999,99,15,536,122,1
1000,100,118,462,86,4
1001,100,86,314,46,1
1002,100,46,356,50,2
1003,100,50,90,27,1
1004,100,27,387,41,1
1005,100,41,676,127,1
1006,100,127,460,101,1
1007,100,101,358,72,1
1008,100,72,635,136,2
1009,100,136,222,54,2
1010,101,128,70,16,1
1011,101,16,536,105,1
1012,101,105,60,11,1
1013,101,11,354,74,1
1014,101,74,358,73,1
1015,101,73,490,105,2
1016,101,105,322,70,1
1017,101,70,214,52,1
1018,101,52,34,2,1
1019,101,2,385,72,2
1020,102,54,185,42,2
1021,102,42,535,128,2
1022,102,128,177,44,3
1023,102,44,630,134,1
1024,102,134,177,44,1
1025,102,44,613,131,3
1026,102,131,143,34,1
1027,102,34,379,89,1
1028,102,89,366,80,1
1029,102,80,437,86,2
1030,103,76,258,66,1
1031,103,66,556,123,1
1032,103,123,259,57,5
1033,103,57,464,104,2
1034,103,104,194,48,2
1035,103,48,707,154,1
1036,103,154,508,103,2
1037,103,103,98,22,1
1038,103,22,438,97,2
1039,103,97,354,65,1
1040,104,111,213,52,2
1041,104,52,342,47,2
1042,104,47,668,150,1
1043,104,150,742,154,1
1044,104,154,380,65,1
1045,104,65,407,85,1
1046,104,85,725,151,2
1047,104,151,321,49,1
1048,104,49,40,32,1
1049,104,32,194,36,1
1050,105,66,114,33,4
1051,105,33,538,105,1
1052,105,105,579,133,5
1053,105,133,409,77,1
1054,105,77,632,135,4
1055,105,135,55,14,1
1056,105,14,384,72,1
1057,105,72,168,28,2
1058,105,28,395,80,1
1059,105,80,394,81,1
1060,106,37,308,58,1
1061,106,58,597,127,4
1062,106,127,1,0,1
1063,106,0,240,35,1
1064,106,35,310,66,1
1065,106,66,280,64,2
1066,106,64,283,58,1
1067,106,58,228,44,1
1068,106,44,614,138,1
1069,106,138,300,56,1
1070,107,91,339,68,3
1071,107,68,540,112,1
1072,107,112,649,120,1
1073,107,120,494,92,1
1074,107,92,132,26,1
1075,107,26,621,109,3
1076,107,109,652,139,1
1077,107,139,452,99,1
1078,107,99,235,50,1
1079,107,50,334,67,1
1080,108,50,206,39,1
1081,108,39,143,5,1
1082,108,5,388,59,2
1083,108,59,505,99,1
1084,108,99,628,139,2
1085,108,139,193,43,2
1086,108,43,646,102,1
1087,108,102,399,99,2
1088,108,99,648,132,1
1089,108,132,349,70,3
1090,109,127,294,61,1
1091,109,61,271,53,4
1092,109,53,19,8,1
1093,109,8,343,81,1
1094,109,81,525,116,7
1095,109,116,74,9,1
1096,109,9,540,124,1
1097,109,124,281,74,3
1098,109,74,341,61,2
1099,109,61,634,136,1
1100,110,72,303,63,5
1101,110,63,143,34,1
1102,110,34,712,144,2
1103,110,144,336,67,2
1104,110,67,741,149,1
1105,110,149,483,102,1
1106,110,102,652,146,1
1107,110,146,128,24,2
1108,110,24,217,46,2
1109,110,46,128,13,1
1110,111,40,90,15,1
1111,111,15,118,15,1
1112,111,15,516,112,1
1113,111,112,321,62,2
1114,111,62,63,15,1
1115,111,15,577,121,1
1116,111,121,254,57,1
1117,111,57,533,128,2
1118,111,128,191,22,4
1119,111,22,657,154,1
1120,112,11,209,50,3
1121,112,50,240,52,1
1122,112,52,15,4,1
1123,112,4,356,77,2
1124,112,77,408,76,1
1125,112,76,481,101,1
1126,112,101,161,41,2
1127,112,41,605,134,1
1128,112,134,33,2,1
1129,112,2,440,104,1
1130,113,111,315,69,1
1131,113,69,319,61,1
1132,113,61,453,116,6
1133,113,116,268,43,2
1134,113,43,332,75,3
1135,113,75,202,38,1
1136,113,38,358,77,2
1137,113,77,529,108,2
1138,113,108,581,123,1
1139,113,123,437,86,1
1140,114,154,703,152,1
1141,114,152,368,69,1
1142,114,69,312,51,2
1143,114,51,382,74,1
1144,114,74,3,1,7
1145,114,1,282,73,1
1146,114,73,270,53,6
1147,114,53,15,4,1
1148,114,4,319,48,1
1149,114,48,160,32,1
