trip_id,vehicle_id,attempt_number,planned_index,actual_index,success,stopped_early,early_eligible_indices
1077,107,1,99,99,True,False,
1078,107,1,50,50,True,False,
1079,107,1,79,67,True,True,67 68 75
1080,108,1,39,39,True,False,
1081,108,1,5,5,True,False,27 15
1082,108,1,59,59,False,False,
1082,108,2,59,59,True,False,
1083,108,1,99,99,True,False,100
1084,108,1,139,139,False,False,
1084,108,2,139,139,True,False,
1085,108,1,43,43,False,False,
1085,108,2,43,43,True,False,
1086,108,1,116,102,True,True,103 102 101 108
1087,108,1,99,99,False,False,
1087,108,2,99,99,True,False,
1088,108,1,132,132,True,False,
1089,108,1,70,70,False,False,
1089,108,2,70,70,False,False,
1089,108,3,70,70,True,False,
1090,109,1,53,61,True,True,61
1091,109,1,53,53,False,False,
1091,109,2,53,53,False,False,
1091,109,3,53,53,False,False,
1091,109,4,53,53,True,False,
1092,109,1,8,8,True,False,
1093,109,1,84,81,True,True,69 81
1094,109,1,138,138,False,False,
1094,109,2,107,107,False,False,
1094,109,3,126,126,False,False,
1094,109,4,126,126,False,False,
1094,109,5,96,96,False,False,
1094,109,6,96,96,False,False,
1094,109,7,116,116,True,False,
1095,109,1,9,9,True,False,
1096,109,1,124,124,True,False,
1097,109,1,57,57,False,False,65
1097,109,2,65,65,False,False,
1097,109,3,76,74,True,True,74
1098,109,1,61,61,False,False,
1098,109,2,61,61,True,False,
1099,109,1,136,136,True,False,
1100,110,1,71,71,False,False,
1100,110,2,71,71,False,False,
1100,110,3,71,71,False,False,
1100,110,4,57,57,False,False,64
1100,110,5,63,63,True,False,
1101,110,1,34,34,True,False,
1102,110,1,149,149,False,False,144
1102,110,2,144,144,True,False,
1103,110,1,67,67,False,False,
1103,110,2,67,67,True,False,
1104,110,1,149,149,True,False,
1105,110,1,102,102,True,False,109
1106,110,1,147,146,True,True,146
1107,110,1,23,23,False,False,37
1107,110,2,25,24,True,True,24
1108,110,1,46,46,False,False,
1108,110,2,46,46,True,False,
1109,110,1,13,13,True,False,
1110,111,1,15,15,True,False,
1111,111,1,15,15,True,False,
1112,111,1,112,112,True,False,
1113,111,1,62,62,False,False,70
1113,111,2,62,62,True,False,
1114,111,1,15,15,True,False,
1115,111,1,121,121,True,False,
1116,111,1,57,57,True,False,
1117,111,1,120,120,False,False,
1117,111,2,128,128,True,False,
1118,111,1,35,35,False,False,
1118,111,2,35,35,False,False,
1118,111,3,35,35,False,False,
1118,111,4,22,22,True,False,
1119,111,1,154,154,True,False,
1120,112,1,50,50,False,False,
1120,112,2,50,50,False,False,
1120,112,3,50,50,True,False,
1121,112,1,52,52,True,False,
1122,112,1,4,4,True,False,
1123,112,1,72,72,False,False,
1123,112,2,77,77,True,False,
1124,112,1,76,76,True,False,
1125,112,1,101,101,True,False,
1126,112,1,32,32,False,False,
1126,112,2,41,41,True,False,
1127,112,1,134,134,True,False,
1128,112,1,2,2,True,False,
1129,112,1,111,104,True,True,104
1130,113,1,61,69,True,True,69
1131,113,1,53,61,True,True,61
1132,113,1,100,100,False,False,
1132,113,2,100,100,False,False,
1132,113,3,100,100,False,False,
1132,113,4,107,107,False,False,
1132,113,5,107,107,False,False,
1132,113,6,116,116,True,False,
1133,113,1,43,43,False,False,
1133,113,2,43,43,True,False,
1134,113,1,66,66,False,False,
1134,113,2,66,66,False,False,
1134,113,3,75,75,True,False,
1135,113,1,38,38,True,False,
1136,113,1,72,72,False,False,
1136,113,2,77,77,True,False,
1137,113,1,108,108,False,False,
1137,113,2,108,108,True,False,
1138,113,1,123,123,True,False,
1139,113,1,86,86,True,False,
1140,114,1,152,152,True,False,
1141,114,1,69,69,True,False,
1142,114,1,51,51,False,False,
1142,114,2,51,51,True,False,
1143,114,1,74,74,True,False,
1144,114,1,6,6,False,False,
1144,114,2,1,1,False,False,
1144,114,3,1,1,False,False,
1144,114,4,1,1,False,False,
1144,114,5,1,1,False,False,
1144,114,6,1,1,False,False,
1144,114,7,1,1,True,False,
1145,114,1,73,73,True,False,72
1146,114,1,53,53,False,False,
1146,114,2,53,53,False,False,
1146,114,3,53,53,False,False,
1146,114,4,53,53,False,False,
1146,114,5,53,53,False,False,
1146,114,6,53,53,True,False,
1147,114,1,4,4,True,False,
1148,114,1,48,48,True,False,
1149,114,1,32,32,True,False,
1150,115,1,25,25,False,False,
1150,115,2,30,30,False,False,
1150,115,3,14,14,True,False,
1151,115,1,143,143,True,False,
1152,115,1,42,42,False,False,
1152,115,2,42,42,False,False,
1152,115,3,28,34,True,True,34
1153,115,1,39,39,True,False,
1154,115,1,29,29,False,False,
1154,115,2,23,23,True,False,
1155,115,1,40,40,False,False,39
1155,115,2,39,39,False,False,
1155,115,3,32,40,True,True,40
1156,115,1,111,66,True,True,59 66 104
1157,115,1,75,67,True,True,67 68
1158,115,1,67,67,False,False,
1158,115,2,61,61,True,False,
1159,115,1,45,45,True,False,
1160,116,1,16,16,True,False,
1161,116,1,20,20,False,False,
1161,116,2,20,20,False,False,
1161,116,3,20,20,False,False,
1161,116,4,20,20,True,False,
1162,116,1,103,103,False,False,
1162,116,2,121,121,True,False,
1163,116,1,127,127,False,False,
1163,116,2,97,97,True,False,
1164,116,1,32,41,True,True,73 41
1165,116,1,48,48,False,False,
1165,116,2,48,48,False,False,
1165,116,3,48,48,True,False,
1166,116,1,92,92,True,False,
1167,116,1,68,87,True,True,87 75
1168,116,1,85,85,True,False,
1169,116,1,94,94,False,False,
1169,116,2,94,94,True,False,
1170,117,1,89,89,True,False,
1171,117,1,98,98,False,False,
1171,117,2,98,98,False,False,
1171,117,3,98,98,False,False,
1171,117,4,98,98,True,False,
1172,117,1,38,38,False,False,
1172,117,2,38,38,True,False,
1173,117,1,27,27,True,False,
1174,117,1,97,97,False,False,
1174,117,2,97,97,False,False,
1174,117,3,110,110,False,False,
1174,117,4,97,97,True,False,
1175,117,1,78,82,True,True,98 82
1176,117,1,82,82,True,False,
1177,117,1,148,148,False,False,
1177,117,2,154,154,False,False,
1177,117,3,148,148,False,False,
1177,117,4,154,154,False,False,
1177,117,5,154,154,True,False,
1178,117,1,96,96,False,False,
1178,117,2,89,89,False,False,
1178,117,3,96,96,False,False,
1178,117,4,96,96,False,False,
1178,117,5,96,96,False,False,
1178,117,6,96,96,False,False,
1178,117,7,96,96,False,False,
1178,117,8,90,90,True,False,
1179,117,1,105,105,True,False,104
1180,118,1,118,118,True,False,
1181,118,1,122,122,False,False,
1181,118,2,122,122,False,False,
1181,118,3,122,122,False,False,
1181,118,4,133,129,True,True,129
1182,118,1,7,7,False,False,15
1182,118,2,15,15,False,False,
1182,118,3,7,7,False,False,
1182,118,4,15,15,True,False,
1183,118,1,41,41,True,False,
1184,118,1,151,151,True,False,
1185,118,1,78,82,True,True,82
1186,118,1,147,147,True,False,
1187,118,1,72,72,True,False,
1188,118,1,11,11,True,False,
1189,118,1,73,73,False,False,
1189,118,2,72,72,False,False,
1189,118,3,72,72,True,False,
1190,119,1,35,43,True,True,43
1191,119,1,77,77,True,False,
1192,119,1,25,25,True,False,
1193,119,1,44,44,True,False,
1194,119,1,18,18,False,False,
1194,119,2,12,12,True,False,
1195,119,1,66,66,False,False,
1195,119,2,73,73,True,False,
1196,119,1,23,23,True,False,
1197,119,1,69,69,True,False,
1198,119,1,119,119,False,False,
1198,119,2,119,119,True,False,
1199,119,1,94,94,False,False,
1199,119,2,94,94,False,False,
1199,119,3,94,94,False,False,
1199,119,4,88,88,True,False,
1200,120,1,44,44,True,False,
1201,120,1,40,39,True,True,39
1202,120,1,63,63,True,False,
1203,120,1,45,50,True,True,50
1204,120,1,101,101,False,False,
1204,120,2,126,117,True,True,117
1205,120,1,10,29,True,True,29 24 13
1206,120,1,7,7,False,False,
1206,120,2,7,7,True,False,
1207,120,1,115,115,True,False,
1208,120,1,103,103,False,False,
1208,120,2,103,103,False,False,
1208,120,3,86,86,True,False,97
1209,120,1,60,60,True,False,
1210,121,1,144,144,True,False,
1211,121,1,76,76,True,False,
1212,121,1,145,145,False,False,
1212,121,2,153,153,True,False,
1213,121,1,150,150,False,False,
1213,121,2,153,153,True,False,
1214,121,1,55,55,True,False,
1215,121,1,134,134,True,False,
1216,121,1,98,98,False,False,
1216,121,2,86,86,True,False,
1217,121,1,139,139,False,False,
1217,121,2,122,122,True,False,129
1218,121,1,139,139,False,False,
1218,121,2,133,133,True,False,
1219,121,1,31,39,True,True,39
1220,122,1,140,140,False,False,
1220,122,2,149,149,False,False,
1220,122,3,149,149,False,False,
1220,122,4,137,140,True,True,140
1221,122,1,83,137,True,True,137 113 94 88
1222,122,1,154,154,True,False,
1223,122,1,80,80,True,False,
1224,122,1,40,40,True,False,66
1225,122,1,69,67,True,True,67 68
1226,122,1,91,91,True,False,79
1227,122,1,119,105,True,True,105 111 121 120
1228,122,1,76,76,True,False,
1229,122,1,88,88,False,False,87
1229,122,2,88,88,True,False,
1230,123,1,61,61,True,False,
1231,123,1,140,140,True,False,
1232,123,1,138,138,False,False,
1232,123,2,150,150,False,False,
1232,123,3,150,150,True,False,
1233,123,1,125,125,False,False,
1233,123,2,87,87,False,False,93 88
1233,123,3,83,83,False,False,
1233,123,4,80,80,True,False,
1234,123,1,71,74,True,True,74
1235,123,1,3,3,False,False,
1235,123,2,3,3,True,False,
1236,123,1,45,45,False,False,33 42
1236,123,2,15,15,False,False,42
1236,123,3,34,34,False,False,
1236,123,4,15,15,False,False,
1236,123,5,34,34,True,False,
1237,123,1,64,64,True,False,57
1238,123,1,142,142,False,False,
1238,123,2,145,145,False,False,
1238,123,3,142,142,False,False,
1238,123,4,145,145,True,False,
1239,123,1,62,62,False,False,
1239,123,2,66,66,False,False,
1239,123,3,59,59,False,False,
1239,123,4,71,72,True,True,72
1240,124,1,72,72,True,False,
1241,124,1,120,120,False,False,86
1241,124,2,120,120,True,False,
1242,124,1,46,46,False,False,
1242,124,2,61,61,True,False,55
1243,124,1,56,56,True,False,
1244,124,1,78,78,True,False,
1245,124,1,145,145,True,False,
1246,124,1,102,108,True,True,108
1247,124,1,57,57,True,False,
1248,124,1,77,77,True,False,
1249,124,1,147,147,False,False,
1249,124,2,147,147,True,False,
1250,125,1,107,107,True,False,
1251,125,1,120,120,False,False,
1251,125,2,120,120,True,False,
1252,125,1,146,146,False,False,
1252,125,2,146,146,True,False,
1253,125,1,71,71,False,False,
1253,125,2,70,70,True,False,
1254,125,1,122,122,False,False,
1254,125,2,122,122,False,False,
1254,125,3,121,121,False,False,
1254,125,4,111,111,False,False,
1254,125,5,111,111,False,False,
1254,125,6,111,111,False,False,
1254,125,7,129,129,False,False,122
1254,125,8,122,122,False,False,
1254,125,9,122,122,False,False,
1254,125,10,123,123,True,False,
1255,125,1,51,51,True,False,
1256,125,1,90,90,False,False,
1256,125,2,90,90,True,False,
1257,125,1,151,118,True,True,118
1258,125,1,131,131,True,False,
1259,125,1,67,67,True,False,
1260,126,1,39,39,True,False,
1261,126,1,30,30,False,False,
1261,126,2,44,44,True,False,
1262,126,1,81,81,True,False,
1263,126,1,119,121,True,True,121 120
1264,126,1,96,96,False,False,
1264,126,2,89,89,False,False,
1264,126,3,89,89,False,False,
1264,126,4,89,89,False,False,
1264,126,5,89,89,True,False,
1265,126,1,16,16,True,False,
1266,126,1,17,17,False,False,
1266,126,2,17,17,False,False,
1266,126,3,17,17,True,False,
1267,126,1,32,32,True,False,
1268,126,1,45,45,False,False,
1268,126,2,69,51,True,True,51 60
1269,126,1,101,103,True,True,103 102
1270,127,1,14,14,False,False,
1270,127,2,14,14,False,False,
1270,127,3,6,10,True,True,13 10
1271,127,1,70,70,True,False,56
1272,127,1,108,89,True,True,89 90
1273,127,1,8,16,True,True,16
1274,127,1,66,66,True,False,
1275,127,1,122,111,True,True,111
1276,127,1,56,56,True,False,
1277,127,1,96,96,True,False,
1278,127,1,121,120,True,True,120
1279,127,1,69,69,True,False,
1280,128,1,62,74,True,True,74 71 70
1281,128,1,6,10,True,True,13 10
1282,128,1,138,138,True,False,
1283,128,1,146,146,True,False,
1284,128,1,46,55,True,True,55
1285,128,1,152,152,True,False,
1286,128,1,26,26,True,False,
1287,128,1,83,78,True,True,78 79
1288,128,1,22,53,True,True,53
1289,128,1,77,77,True,False,
1290,129,1,73,73,False,False,
1290,129,2,73,73,True,False,
1291,129,1,116,116,False,False,90 96
1291,129,2,116,116,False,False,
1291,129,3,116,116,False,False,
1291,129,4,116,116,True,False,
1292,129,1,114,114,False,False,
1292,129,2,114,114,False,False,
1292,129,3,114,114,True,False,
1293,129,1,6,6,True,False,
1294,129,1,33,33,True,False,
1295,129,1,154,134,True,True,134
1296,129,1,127,127,False,False,
1296,129,2,109,109,False,False,
1296,129,3,109,109,False,False,
1296,129,4,109,109,False,False,
1296,129,5,127,127,True,False,
1297,129,1,37,37,False,False,
1297,129,2,23,23,False,False,
1297,129,3,23,23,True,False,
1298,129,1,43,43,True,False,
1299,129,1,108,108,False,False,109
1299,129,2,110,110,True,False,109
1300,130,1,86,86,False,False,
1300,130,2,139,139,False,False,
1300,130,3,121,128,True,True,128
1301,130,1,127,127,False,False,
1301,130,2,127,127,False,False,
1301,130,3,127,127,False,False,
1301,130,4,86,86,False,False,
1301,130,5,86,86,True,False,
1302,130,1,99,100,True,True,100
1303,130,1,130,130,False,False,
1303,130,2,130,130,False,False,
1303,130,3,61,61,False,False,81
1303,130,4,88,81,True,True,81 84
1304,130,1,113,113,False,False,
1304,130,2,113,113,True,False,
1305,130,1,34,34,False,False,53 43
1305,130,2,47,47,False,False,
1305,130,3,88,81,True,True,81 84
1306,130,1,125,125,True,False,
1307,130,1,48,48,False,False,
1307,130,2,60,60,True,False,
1308,130,1,107,107,False,False,
1308,130,2,150,145,True,True,145
1309,130,1,26,26,True,False,
1310,131,1,41,41,True,False,
1311,131,1,91,91,False,False,
1311,131,2,61,61,True,False,
1312,131,1,143,143,False,False,
1312,131,2,151,151,True,False,
1313,131,1,31,31,True,False,
1314,131,1,59,59,True,False,
1315,131,1,85,77,True,True,77
1316,131,1,3,3,False,False,
1316,131,2,7,7,True,False,
1317,131,1,110,103,True,True,97 103
1318,131,1,154,154,False,False,
1318,131,2,146,147,True,True,147
1319,131,1,115,115,True,False,116
1320,132,1,149,149,False,False,
1320,132,2,141,141,False,False,140
1320,132,3,141,141,True,False,
1321,132,1,103,103,False,False,
1321,132,2,103,103,False,False,
1321,132,3,103,103,False,False,
1321,132,4,86,86,True,False,
1322,132,1,67,67,True,False,
1323,132,1,72,73,True,True,73
1324,132,1,138,132,True,True,117 132
1325,132,1,144,144,True,False,
1326,132,1,116,118,True,True,118 117
1327,132,1,151,151,True,False,
1328,132,1,25,44,True,True,44
1329,132,1,144,144,True,False,
1330,133,1,89,89,True,False,
1331,133,1,116,116,False,False,
1331,133,2,116,116,False,False,
1331,133,3,126,126,False,False,
1331,133,4,116,116,True,False,
1332,133,1,65,65,True,False,
1333,133,1,68,68,False,False,
1333,133,2,68,68,True,False,
1334,133,1,115,115,True,False,
1335,133,1,95,95,True,False,
1336,133,1,60,68,True,True,68
1337,133,1,71,71,False,False,
1337,133,2,71,71,False,False,
1337,133,3,71,71,False,False,
1337,133,4,71,71,False,False,
1337,133,5,71,71,True,False,
1338,133,1,147,139,True,True,139
1339,133,1,50,50,False,False,
1339,133,2,50,50,True,False,
1340,134,1,115,115,False,False,
1340,134,2,107,107,False,False,
1340,134,3,107,107,False,False,
1340,134,4,117,117,False,False,
1340,134,5,107,107,False,False,
1340,134,6,99,99,True,False,
1341,134,1,101,101,False,False,
1341,134,2,76,76,False,False,
1341,134,3,76,76,False,False,
1341,134,4,76,76,False,False,
1341,134,5,76,76,True,False,
1342,134,1,32,32,False,False,40
1342,134,2,32,32,False,False,
1342,134,3,32,32,True,False,
1343,134,1,148,134,True,True,134
1344,134,1,41,41,False,False,
1344,134,2,39,39,False,False,
1344,134,3,39,39,False,False,
1344,134,4,39,39,True,False,
1345,134,1,108,108,True,False,102
1346,134,1,143,143,False,False,
1346,134,2,146,146,False,False,
1346,134,3,146,146,True,False,
1347,134,1,76,76,True,False,
1348,134,1,3,3,False,False,
1348,134,2,3,3,True,False,
1349,134,1,49,49,False,False,
1349,134,2,54,54,True,False,
1350,135,1,39,39,True,False,
1351,135,1,32,32,True,False,
1352,135,1,32,32,False,False,
1352,135,2,32,32,True,False,
1353,135,1,59,59,True,False,
1354,135,1,50,50,True,False,
1355,135,1,111,111,True,False,
1356,135,1,111,111,False,False,
1356,135,2,111,111,False,False,
1356,135,3,111,111,True,False,
1357,135,1,73,73,True,False,
1358,135,1,120,120,False,False,
1358,135,2,143,143,False,False,
1358,135,3,143,143,True,False,
1359,135,1,102,102,False,False,109
1359,135,2,102,102,True,False,
1360,136,1,69,69,True,False,
1361,136,1,146,147,True,True,147
1362,136,1,44,44,True,False,
1363,136,1,80,80,True,False,
1364,136,1,41,41,False,False,
1364,136,2,33,33,True,False,
1365,136,1,37,37,False,False,
1365,136,2,49,49,False,False,
1365,136,3,49,49,False,False,
1365,136,4,54,54,True,False,
1366,136,1,29,29,True,False,
1367,136,1,62,62,True,False,
1368,136,1,42,42,False,False,
1368,136,2,42,42,False,False,
1368,136,3,41,41,False,False,
1368,136,4,59,59,True,False,
1369,136,1,75,75,True,False,
1370,137,1,29,29,True,False,
1371,137,1,139,139,False,False,
1371,137,2,139,139,True,False,
1372,137,1,131,131,True,False,
1373,137,1,46,46,True,False,
1374,137,1,64,64,False,False,57
1374,137,2,64,64,False,False,
1374,137,3,64,64,False,False,
1374,137,4,64,64,True,False,
1375,137,1,22,22,True,False,28
1376,137,1,132,132,True,False,
1377,137,1,80,80,True,False,
1378,137,1,133,133,False,False,
1378,137,2,120,120,True,False,
1379,137,1,102,109,True,True,109
1380,138,1,121,121,True,False,
1381,138,1,97,97,False,False,
1381,138,2,97,97,False,False,
1381,138,3,97,97,False,False,
1381,138,4,97,97,False,False,
1381,138,5,97,97,True,False,
1382,138,1,59,59,False,False,
1382,138,2,59,59,True,False,
1383,138,1,45,45,True,False,
1384,138,1,111,104,True,True,104
1385,138,1,150,150,False,False,
1385,138,2,153,153,False,False,
1385,138,3,142,142,False,False,
1385,138,4,150,150,False,False,
1385,138,5,150,150,False,False,
1385,138,6,150,150,True,False,
1386,138,1,77,77,True,False,
1387,138,1,33,33,True,False,
1388,138,1,15,15,True,False,
1389,138,1,6,6,False,False,
1389,138,2,1,1,False,False,
1389,138,3,6,6,True,False,
1390,139,1,141,141,False,False,
1390,139,2,141,141,False,False,
1390,139,3,137,137,False,False,
1390,139,4,137,137,True,False,
1391,139,1,14,14,False,False,
1391,139,2,14,14,True,False,
1392,139,1,1,1,False,False,
1392,139,2,1,1,False,False,
1392,139,3,1,1,True,False,
1393,139,1,121,121,True,False,
1394,139,1,59,59,True,False,
1395,139,1,143,143,False,False,
1395,139,2,127,127,False,False,
1395,139,3,127,127,False,False,
1395,139,4,152,143,True,True,143
1396,139,1,136,136,True,False,
1397,139,1,95,95,False,False,
1397,139,2,88,88,False,False,
1397,139,3,84,84,False,False,
1397,139,4,88,88,False,False,
1397,139,5,88,88,True,False,
1398,139,1,48,48,True,False,
1399,139,1,85,85,True,False,
1400,140,1,143,143,True,False,
1401,140,1,27,27,True,False,
1402,140,1,56,56,False,False,
1402,140,2,49,49,False,False,
1402,140,3,49,49,False,False,
1402,140,4,49,49,False,False,
1402,140,5,49,49,False,False,
1402,140,6,38,38,True,False,
1403,140,1,133,133,True,False,
1404,140,1,45,45,False,False,
1404,140,2,50,50,True,False,
1405,140,1,109,109,False,False,110
1405,140,2,109,109,False,False,
1405,140,3,109,109,True,False,
1406,140,1,134,134,False,False,
1406,140,2,134,134,False,False,
1406,140,3,104,105,True,True,133 105
1407,140,1,36,36,False,False,
1407,140,2,18,18,False,False,
1407,140,3,22,22,False,False,
1407,140,4,22,22,False,False,
1407,140,5,22,22,True,False,
1408,140,1,77,77,False,False,
1408,140,2,79,78,True,True,78
1409,140,1,40,40,True,False,
1410,141,1,152,152,True,False,
1411,141,1,44,44,True,False,
1412,141,1,70,70,True,False,
1413,141,1,16,16,False,False,
1413,141,2,16,16,True,False,
1414,141,1,84,84,False,False,
1414,141,2,84,84,False,False,
1414,141,3,79,81,True,True,81 80
1415,141,1,145,145,True,False,
1416,141,1,147,146,True,True,146
1417,141,1,1,1,False,False,
1417,141,2,1,1,False,False,
1417,141,3,1,1,False,False,
1417,141,4,1,1,True,False,
1418,141,1,66,66,False,False,
1418,141,2,66,66,False,False,
1418,141,3,73,73,False,False,
1418,141,4,73,73,False,False,
1418,141,5,73,73,True,False,
1419,141,1,69,68,True,True,68
1420,142,1,130,130,True,False,114
1421,142,1,44,44,True,False,
1422,142,1,133,133,True,False,
1423,142,1,40,40,True,False,
1424,142,1,60,60,False,False,
1424,142,2,61,61,True,False,
1425,142,1,10,10,True,False,
1426,142,1,78,78,False,False,66
1426,142,2,78,78,True,False,
1427,142,1,73,73,True,False,
1428,142,1,145,145,False,False,
1428,142,2,138,138,True,False,
1429,142,1,135,135,False,False,
1429,142,2,135,135,False,False,
1429,142,3,123,123,True,False,
1430,143,1,152,152,False,False,
1430,143,2,152,152,True,False,
1431,143,1,89,89,True,False,96
1432,143,1,75,75,True,False,
1433,143,1,126,126,False,False,
1433,143,2,126,126,False,False,
1433,143,3,126,126,True,False,
1434,143,1,72,76,True,True,76 74
1435,143,1,25,25,False,False,
1435,143,2,31,26,True,True,26
1436,143,1,44,44,True,False,
1437,143,1,121,121,False,False,
1437,143,2,147,147,True,False,
1438,143,1,59,59,True,False,
1439,143,1,24,24,False,False,
1439,143,2,13,13,True,False,
1440,144,1,140,140,True,False,
1441,144,1,102,102,False,False,
1441,144,2,102,102,True,False,
1442,144,1,97,97,False,False,
1442,144,2,86,86,True,False,
1443,144,1,83,83,False,False,
1443,144,2,114,87,True,True,87 88 93 94
1444,144,1,56,56,False,False,
1444,144,2,23,23,True,False,49
1445,144,1,119,119,False,False,
1445,144,2,119,119,False,False,
1445,144,3,103,103,True,False,
1446,144,1,52,52,True,False,
1447,144,1,34,34,True,False,
1448,144,1,118,118,False,False,
1448,144,2,108,108,False,False,
1448,144,3,108,108,True,False,
1449,144,1,1,1,False,False,
1449,144,2,2,2,True,False,
1450,145,1,146,146,True,False,
1451,145,1,33,33,False,False,
1451,145,2,33,33,False,False,
1451,145,3,32,32,False,False,
1451,145,4,27,27,False,False,33
1451,145,5,27,27,True,False,
1452,145,1,14,14,True,False,
1453,145,1,0,0,True,False,
1454,145,1,154,154,False,False,
1454,145,2,148,148,True,False,
1455,145,1,77,77,True,False,
1456,145,1,69,69,True,False,
1457,145,1,69,69,True,False,
1458,145,1,49,68,True,True,68
1459,145,1,89,89,False,False,
1459,145,2,77,90,True,True,90
1460,146,1,24,24,False,False,38
1460,146,2,24,24,True,False,
1461,146,1,6,10,True,True,13 10
1462,146,1,111,111,False,False,
1462,146,2,133,122,True,True,122 129
1463,146,1,86,86,False,False,
1463,146,2,86,86,False,False,
1463,146,3,97,97,False,False,
1463,146,4,97,97,True,False,
1464,146,1,77,77,True,False,
1465,146,1,67,67,True,False,66
1466,146,1,38,38,True,False,
1467,146,1,2,11,True,True,11
1468,146,1,6,6,False,False,
1468,146,2,10,10,True,False,
1469,146,1,72,72,False,False,
1469,146,2,58,58,True,False,
1470,147,1,59,59,True,False,
1471,147,1,100,100,False,False,
1471,147,2,132,132,True,False,
1472,147,1,110,109,True,True,109
1473,147,1,33,33,False,False,
1473,147,2,33,33,False,False,
1473,147,3,33,33,False,False,
1473,147,4,46,34,True,True,34
1474,147,1,45,45,False,False,
1474,147,2,45,45,True,False,
1475,147,1,76,76,True,False,
1476,147,1,59,59,False,False,
1476,147,2,33,33,False,False,
1476,147,3,59,59,True,False,
1477,147,1,20,39,True,True,39 31 26
1478,147,1,150,126,True,True,126
1479,147,1,143,143,False,False,
1479,147,2,119,119,True,False,
1480,148,1,91,103,True,True,110 103 98
1481,148,1,17,28,True,True,28 21
1482,148,1,59,59,False,False,
1482,148,2,59,59,False,False,
1482,148,3,59,59,True,False,
1483,148,1,97,97,False,False,86
1483,148,2,85,85,True,False,
1484,148,1,113,113,False,False,
1484,148,2,130,130,True,False,114
1485,148,1,5,5,False,False,
1485,148,2,5,5,True,False,
1486,148,1,80,80,False,False,
1486,148,2,80,80,True,False,
1487,148,1,51,67,True,True,67
1488,148,1,115,115,True,False,
1489,148,1,73,77,True,True,77 72
1490,149,1,110,109,True,True,109
1491,149,1,73,73,False,False,
1491,149,2,73,73,True,False,
1492,149,1,32,41,True,True,41
1493,149,1,152,152,False,False,
1493,149,2,139,139,False,False,
1493,149,3,146,146,False,False,
1493,149,4,151,151,True,False,
1494,149,1,74,74,False,False,
1494,149,2,63,63,True,False,71 64
1495,149,1,83,83,True,False,80
1496,149,1,105,105,True,False,
1497,149,1,85,85,True,False,
1498,149,1,55,55,False,False,
1498,149,2,55,55,True,False,
1499,149,1,2,2,False,False,
1499,149,2,11,11,False,False,
1499,149,3,2,2,True,False,
1500,150,1,81,81,False,False,
1500,150,2,84,84,False,False,
1500,150,3,92,87,True,True,83 87
1501,150,1,151,151,True,False,
1502,150,1,8,8,True,False,
1503,150,1,63,63,True,False,
1504,150,1,70,70,True,False,
1505,150,1,109,109,True,False,
1506,150,1,8,8,False,False,
1506,150,2,16,16,False,False,
1506,150,3,8,8,True,False,
1507,150,1,123,123,True,False,
1508,150,1,58,58,True,False,
1509,150,1,56,56,False,False,
1509,150,2,56,56,False,False,
1509,150,3,70,62,True,True,62
1510,151,1,80,80,False,False,
1510,151,2,87,87,True,False,
1511,151,1,141,141,False,False,
1511,151,2,140,140,False,False,
1511,151,3,149,149,True,False,
1512,151,1,38,38,True,False,
1513,151,1,126,126,True,False,
1514,151,1,126,126,False,False,
1514,151,2,100,100,False,False,
1514,151,3,108,108,False,False,
1514,151,4,108,108,False,False,
1514,151,5,118,118,True,False,
1515,151,1,7,7,False,False,
1515,151,2,3,3,True,False,
1516,151,1,61,61,True,False,
1517,151,1,71,71,False,False,
1517,151,2,74,74,True,False,
1518,151,1,36,36,True,False,
1519,151,1,67,52,True,True,52
1520,152,1,25,25,True,False,
1521,152,1,8,8,False,False,
1521,152,2,28,28,True,False,17 21
1522,152,1,104,104,True,False,
1523,152,1,114,105,True,True,105 112 113
1524,152,1,83,83,False,False,
1524,152,2,83,83,False,False,
1524,152,3,78,78,False,False,
1524,152,4,75,75,False,False,
1524,152,5,68,68,True,False,
1525,152,1,36,36,False,False,
1525,152,2,35,35,False,False,
1525,152,3,35,35,False,False,
1525,152,4,22,22,False,False,
1525,152,5,22,22,True,False,
1526,152,1,91,87,True,True,87
1527,152,1,106,91,True,True,91
1528,152,1,4,4,False,False,
1528,152,2,7,7,True,False,
1529,152,1,87,87,True,False,
1530,153,1,31,31,True,False,
1531,153,1,73,72,True,True,72
1532,153,1,11,11,False,False,
1532,153,2,11,11,False,False,
1532,153,3,1,1,True,False,
1533,153,1,22,22,False,False,
1533,153,2,28,28,False,False,
1533,153,3,12,22,True,True,22
1534,153,1,81,61,True,True,53 61
1535,153,1,42,42,False,False,60 51
1535,153,2,46,46,True,False,
1536,153,1,107,107,False,False,
1536,153,2,107,107,True,False,
1537,153,1,73,73,True,False,
1538,153,1,133,104,True,True,104 111 122 129
1539,153,1,24,24,False,False,
1539,153,2,24,24,False,False,
1539,153,3,10,13,True,True,13
1540,154,1,78,78,True,False,79
1541,154,1,121,82,True,True,82
1542,154,1,33,33,False,False,
1542,154,2,33,33,True,False,
1543,154,1,126,126,False,False,
1543,154,2,126,126,False,False,
1543,154,3,126,126,True,False,
1544,154,1,109,118,True,True,118
1545,154,1,153,153,True,False,
1546,154,1,57,57,False,False,
1546,154,2,57,57,True,False,
1547,154,1,16,16,True,False,
