trip_id,vehicle_id,attempt_number,planned_index,actual_index,success,stopped_early,early_eligible_indices
413,41,2,110,110,False,False,
413,41,3,109,109,True,False,
414,41,1,119,119,True,False,
415,41,1,42,42,False,False,
415,41,2,33,33,True,False,
416,41,1,44,41,True,True,41 40 39
417,41,1,102,102,False,False,
417,41,2,109,109,False,False,
417,41,3,109,109,False,False,
417,41,4,109,109,True,False,
418,41,1,85,85,True,False,
419,41,1,87,87,False,False,
419,41,2,87,87,True,False,
420,42,1,80,80,False,False,
420,42,2,80,80,False,False,
420,42,3,80,80,True,False,
421,42,1,88,88,False,False,
421,42,2,88,88,True,False,
422,42,1,55,84,True,True,84 81 80 69
423,42,1,83,83,False,False,
423,42,2,53,61,True,True,61
424,42,1,85,85,True,False,
425,42,1,150,150,False,False,
425,42,2,145,145,True,False,
426,42,1,66,66,False,False,
426,42,2,66,66,True,False,
427,42,1,97,97,False,False,
427,42,2,97,97,True,False,
428,42,1,24,24,False,False,
428,42,2,38,38,False,False,
428,42,3,54,49,True,True,49
429,42,1,44,44,True,False,
430,43,1,76,76,True,False,
431,43,1,127,127,True,False,
432,43,1,28,28,False,False,
432,43,2,28,28,False,False,
432,43,3,47,47,True,False,
433,43,1,63,63,True,False,
434,43,1,129,129,False,False,
434,43,2,146,146,False,False,
434,43,3,147,147,True,False,
435,43,1,111,111,False,False,
435,43,2,104,104,False,False,
435,43,3,98,98,False,False,
435,43,4,98,98,False,False,
435,43,5,98,98,False,False,
435,43,6,98,98,False,False,
435,43,7,105,105,True,False,
436,43,1,54,54,True,False,
437,43,1,82,82,True,False,
438,43,1,103,103,False,False,
438,43,2,127,127,False,False,
438,43,3,127,127,False,False,
438,43,4,103,103,False,False,
438,43,5,110,110,False,False,
438,43,6,110,110,False,False,
438,43,7,110,110,False,False,
438,43,8,110,110,True,False,
439,43,1,138,138,True,False,
440,44,1,134,134,True,False,
441,44,1,127,127,False,False,
441,44,2,127,127,True,False,
442,44,1,40,40,False,False,
442,44,2,39,39,False,False,
442,44,3,39,39,False,False,
442,44,4,30,30,False,False,
442,44,5,50,31,True,True,31 39 40 41
443,44,1,140,140,False,False,
443,44,2,137,137,False,False,
443,44,3,137,137,True,False,
444,44,1,102,110,True,True,110
445,44,1,97,97,False,False,
445,44,2,103,103,False,False,
445,44,3,103,103,True,False,
446,44,1,144,135,True,True,135
447,44,1,97,97,True,False,
448,44,1,116,116,False,False,
448,44,2,89,89,True,False,
449,44,1,48,48,True,False,
450,45,1,146,146,True,False,
451,45,1,21,21,False,False,
451,45,2,21,21,False,False,
451,45,3,21,21,False,False,
451,45,4,21,21,False,False,
451,45,5,21,21,False,False,
451,45,6,21,21,False,False,
451,45,7,21,21,False,False,
451,45,8,21,21,False,False,
451,45,9,3,3,False,False,
451,45,10,2,2,True,False,
452,45,1,98,98,False,False,
452,45,2,98,98,False,False,
452,45,3,98,98,False,False,
452,45,4,89,89,True,False,90
453,45,1,67,77,True,True,77 72 66
454,45,1,69,68,True,True,68
455,45,1,137,137,False,False,
